customer_id,first_purchase_date,last_purchase_date,recency_days,frequency_orders,monetary_value_gbp,average_order_value_gbp,units_purchased,distinct_products,is_repeat_customer,r_score,f_score,m_score,rfm_score,rfm_segment,cluster_id,cluster_label
14089,2011-10-14,2011-10-14,57,1,158.75,158.75,133,13,False,4,1,1,6,New Customers,4,Dormant Low-Value Customers
14090,2011-01-19,2011-01-19,325,1,76.32000000000001,76.32000000000001,72,1,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
14091,2010-01-10,2010-02-23,655,2,9530.08,4765.04,3316,13,True,1,2,5,8,At Risk,3,Lapsed Established Customers
14092,2009-12-16,2011-12-02,8,24,7229.45,301.2270833333333,3606,169,True,5,5,5,15,Champions,1,High-Value Champions
14093,2011-11-27,2011-11-27,13,1,433.86,433.86,391,95,False,5,1,2,8,New Customers,2,Recent Growth Customers
14094,2010-09-26,2010-09-26,440,1,311.77,311.77,158,41,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14095,2009-12-17,2009-12-17,723,1,2.95,2.95,1,1,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14096,2011-08-30,2011-12-05,5,17,65164.79,3833.2229411764706,16352,1119,True,5,5,5,15,Champions,1,High-Value Champions
14097,2010-03-04,2010-08-15,482,2,422.85999999999996,211.42999999999998,352,39,True,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
14098,2011-11-03,2011-11-03,37,1,147.35,147.35,104,21,False,4,1,1,6,New Customers,2,Recent Growth Customers
14099,2009-12-10,2011-11-23,17,20,5750.91,287.5455,3666,273,True,5,5,5,15,Champions,1,High-Value Champions
14100,2011-07-25,2011-07-25,138,1,191.95000000000002,191.95000000000002,63,24,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
14101,2010-03-28,2011-09-27,74,13,9961.93,766.3023076923077,10542,19,True,3,5,5,13,Loyal Customers,1,High-Value Champions
14102,2011-10-26,2011-12-04,6,5,1105.8799999999999,221.176,769,35,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
14104,2010-05-28,2011-07-08,155,5,743.53,148.706,496,117,True,3,4,3,10,Loyal Customers,3,Lapsed Established Customers
14105,2009-12-18,2011-04-14,240,5,5988.83,1197.766,3534,200,True,2,4,5,11,Cannot Lose Them,3,Lapsed Established Customers
14106,2009-12-02,2009-12-02,738,1,214.79999999999998,214.79999999999998,24,1,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14107,2009-12-09,2011-10-19,52,11,4877.3,443.39090909090913,3489,102,True,4,5,5,14,Champions,1,High-Value Champions
14108,2009-12-01,2011-11-09,31,4,1044.96,261.24,660,49,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
14109,2011-09-28,2011-09-28,73,1,144.2,144.2,88,9,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
14110,2009-12-01,2011-12-06,4,33,12987.95,393.57424242424247,5825,177,True,5,5,5,15,Champions,1,High-Value Champions
14111,2011-04-12,2011-11-25,15,4,692.85,173.2125,458,10,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
14112,2010-02-23,2011-11-17,23,13,5834.59,448.8146153846154,3539,199,True,4,5,5,14,Champions,1,High-Value Champions
14113,2009-12-08,2011-12-06,4,16,7092.610000000001,443.28812500000004,3439,76,True,5,5,5,15,Champions,1,High-Value Champions
14114,2010-04-12,2011-03-11,274,7,1364.09,194.86999999999998,650,72,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
14115,2010-02-11,2010-07-26,502,2,622.6700000000001,311.33500000000004,509,22,True,1,2,3,6,At Risk,4,Dormant Low-Value Customers
14116,2011-08-10,2011-11-20,20,5,1382.74,276.548,707,61,True,4,4,4,12,Champions,2,Recent Growth Customers
14117,2011-07-19,2011-07-19,144,1,90.0,90.0,72,3,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
14118,2010-10-07,2010-10-07,429,1,458.45,458.45,97,15,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14119,2009-12-21,2010-11-29,376,2,183.37,91.685,177,11,True,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
14121,2011-10-11,2011-12-06,4,4,2780.15,695.0375,2082,148,True,5,3,4,12,Potential Loyalists,2,Recent Growth Customers
14122,2009-12-02,2010-10-29,407,3,362.42,120.80666666666667,114,12,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
14123,2009-12-06,2009-12-06,734,1,436.18,436.18,234,24,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14124,2011-09-16,2011-09-16,85,1,419.58000000000004,419.58000000000004,1618,4,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
14125,2011-09-22,2011-11-29,11,3,2720.63,906.8766666666667,1628,159,True,5,3,4,12,Potential Loyalists,2,Recent Growth Customers
14126,2010-09-21,2011-12-02,8,4,1172.46,293.115,887,37,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
14127,2010-10-10,2011-08-09,123,6,1900.0800000000002,316.68,828,96,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
14128,2010-06-06,2011-10-10,61,3,924.21,308.07,814,50,True,3,3,3,9,Need Attention,2,Recent Growth Customers
14129,2010-05-09,2011-12-08,2,9,2591.34,287.9266666666667,1414,40,True,5,5,4,14,Champions,1,High-Value Champions
14130,2009-12-11,2011-01-24,320,4,1858.77,464.6925,1215,189,True,2,3,4,9,At Risk,3,Lapsed Established Customers
14131,2010-03-01,2010-03-01,649,1,168.22,168.22,105,45,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14132,2011-06-09,2011-12-07,3,11,3586.0299999999997,326.00272727272727,3368,100,True,5,5,5,15,Champions,1,High-Value Champions
14133,2009-12-06,2011-08-02,130,4,911.14,227.785,398,33,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
14134,2009-12-10,2010-11-22,383,15,11123.35,741.5566666666667,5814,130,True,2,5,5,12,Cannot Lose Them,3,Lapsed Established Customers
14135,2009-12-02,2011-12-08,2,24,8839.67,368.31958333333336,8534,138,True,5,5,5,15,Champions,1,High-Value Champions
14136,2009-12-08,2010-11-04,401,5,1570.81,314.162,1148,86,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
14137,2010-01-13,2010-01-13,696,1,332.7,332.7,462,11,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14138,2011-10-07,2011-12-08,2,2,965.8800000000001,482.94000000000005,600,40,True,5,2,3,10,Potential Loyalists,2,Recent Growth Customers
14139,2010-06-15,2011-10-24,47,4,1086.8,271.7,1049,48,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
14140,2011-11-08,2011-12-06,4,2,935.05,467.525,811,60,True,5,2,3,10,Potential Loyalists,2,Recent Growth Customers
14141,2011-08-26,2011-12-07,3,4,915.13,228.7825,355,27,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
14142,2010-03-03,2010-12-01,374,2,671.34,335.67,518,42,True,2,2,3,7,At Risk,4,Dormant Low-Value Customers
14143,2011-07-29,2011-07-29,134,1,115.8,115.8,30,7,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
14144,2010-08-10,2010-08-10,487,1,30.599999999999998,30.599999999999998,12,1,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14145,2010-04-08,2011-10-24,47,7,7600.05,1085.7214285714285,1655,11,True,4,4,5,13,Champions,1,High-Value Champions
14146,2010-01-13,2011-12-01,9,12,9450.3,787.525,5780,337,True,5,5,5,15,Champions,1,High-Value Champions
14147,2010-03-09,2011-09-22,79,9,2590.2,287.79999999999995,995,24,True,3,5,4,12,Loyal Customers,3,Lapsed Established Customers
14148,2010-10-21,2011-04-20,234,2,466.29,233.145,223,15,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
14149,2011-05-03,2011-05-03,221,1,446.62,446.62,218,28,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
14150,2010-12-15,2011-11-04,36,2,658.64,329.32,496,23,True,4,2,3,9,Potential Loyalists,2,Recent Growth Customers
14151,2009-12-23,2010-02-04,674,2,679.45,339.725,405,44,True,1,2,3,6,At Risk,4,Dormant Low-Value Customers
14152,2010-02-18,2011-09-25,76,7,1997.3400000000001,285.3342857142857,1844,104,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
14153,2010-08-13,2010-08-13,484,1,233.4,233.4,312,17,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14154,2010-01-13,2011-04-14,240,8,6460.7,807.5875,3222,236,True,2,4,5,11,Cannot Lose Them,3,Lapsed Established Customers
14155,2011-03-18,2011-03-18,267,1,118.75,118.75,25,6,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
14156,2009-12-01,2011-11-30,10,156,313437.62,2009.2155128205127,164325,1446,True,5,5,5,15,Champions,1,High-Value Champions
14157,2010-03-03,2011-11-20,20,5,978.69,195.738,521,75,True,4,4,3,11,Loyal Customers,2,Recent Growth Customers
14158,2011-10-30,2011-10-30,41,1,507.66,507.66,781,41,False,4,1,2,7,New Customers,2,Recent Growth Customers
14159,2009-12-03,2011-11-20,20,20,7860.8,393.04,6520,706,True,4,5,5,14,Champions,1,High-Value Champions
14160,2010-01-10,2010-04-08,611,7,8421.47,1203.0671428571427,4661,80,True,1,4,5,10,Cannot Lose Them,3,Lapsed Established Customers
14161,2009-12-13,2011-05-08,216,7,2996.93,428.1328571428571,1480,202,True,2,4,5,11,Cannot Lose Them,3,Lapsed Established Customers
14162,2011-02-20,2011-06-19,174,2,289.36,144.68,142,25,True,3,2,2,7,Need Attention,4,Dormant Low-Value Customers
14163,2010-09-03,2011-09-13,88,5,2594.62,518.924,950,42,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
14164,2011-09-20,2011-09-30,71,2,1631.77,815.885,1033,28,True,3,2,4,9,Need Attention,3,Lapsed Established Customers
14165,2011-03-09,2011-03-09,276,1,120.44,120.44,53,23,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
14166,2010-03-23,2010-07-22,506,2,251.15,125.575,82,39,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
14167,2010-01-27,2011-10-31,40,8,1274.29,159.28625,340,48,True,4,4,4,12,Champions,3,Lapsed Established Customers
14168,2010-05-24,2010-10-15,421,2,370.45,185.225,147,11,True,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
14169,2010-09-21,2010-10-05,431,2,621.51,310.755,205,50,True,1,2,3,6,At Risk,4,Dormant Low-Value Customers
14170,2010-11-09,2010-11-29,376,3,570.18,190.05999999999997,270,123,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
14171,2009-12-09,2011-09-02,99,2,498.79,249.395,211,61,True,3,2,2,7,Need Attention,4,Dormant Low-Value Customers
14172,2010-03-07,2010-04-13,606,3,369.02,123.00666666666666,78,38,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
14173,2009-12-09,2011-11-29,11,6,586.0,97.66666666666667,194,30,True,5,4,2,11,Need Attention,2,Recent Growth Customers
14174,2011-11-06,2011-11-06,34,1,134.46,134.46,94,26,False,4,1,1,6,New Customers,2,Recent Growth Customers
14175,2010-03-22,2011-10-11,60,8,7678.88,959.86,3009,237,True,3,4,5,12,Loyal Customers,1,High-Value Champions
14176,2010-11-23,2011-02-15,298,5,756.46,151.292,265,33,True,2,4,3,9,At Risk,3,Lapsed Established Customers
14177,2010-02-26,2011-09-14,87,13,2209.69,169.97615384615386,1043,141,True,3,5,4,12,Loyal Customers,3,Lapsed Established Customers
14178,2011-06-10,2011-12-01,9,7,1600.26,228.60857142857142,1494,191,True,5,4,4,13,Champions,2,Recent Growth Customers
14179,2011-10-18,2011-10-30,41,2,701.57,350.785,319,135,True,4,2,3,9,Potential Loyalists,2,Recent Growth Customers
14180,2010-06-09,2011-11-29,11,33,6117.5,185.37878787878788,847,125,True,5,5,5,15,Champions,1,High-Value Champions
14181,2010-05-26,2010-10-25,411,2,308.35,154.175,120,48,True,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
14182,2010-04-22,2010-09-22,444,4,678.77,169.6925,174,42,True,1,3,3,7,At Risk,3,Lapsed Established Customers
14183,2010-08-15,2010-10-24,412,2,278.34000000000003,139.17000000000002,60,27,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
14184,2011-10-04,2011-10-04,67,1,452.89,452.89,127,24,False,3,1,2,6,Need Attention,2,Recent Growth Customers
14185,2011-01-12,2011-01-12,332,1,197.65,197.65,6,3,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
14186,2010-03-05,2010-10-08,428,5,1550.63,310.12600000000003,1550,75,True,1,4,4,9,Cannot Lose Them,3,Lapsed Established Customers
14187,2010-08-23,2010-08-23,474,1,123.5,123.5,50,8,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14188,2011-02-02,2011-11-09,31,6,2054.36,342.3933333333334,1162,34,True,4,4,4,12,Champions,2,Recent Growth Customers
14189,2010-11-16,2011-12-07,3,16,5503.15,343.946875,4392,199,True,5,5,5,15,Champions,1,High-Value Champions
14190,2010-02-11,2010-02-11,667,1,79.9,79.9,2,1,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14191,2009-12-11,2011-12-08,2,15,4817.66,321.1773333333333,3724,147,True,5,5,5,15,Champions,1,High-Value Champions
14192,2010-11-16,2010-11-16,389,1,293.74,293.74,218,14,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
14193,2010-11-08,2011-10-03,68,3,1210.19,403.3966666666667,653,49,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
14194,2010-01-06,2011-12-05,5,36,18670.59,518.6275,10037,432,True,5,5,5,15,Champions,1,High-Value Champions
14195,2010-03-15,2011-05-22,202,6,2615.6,435.93333333333334,2144,10,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
14196,2011-08-25,2011-08-25,107,1,335.52,335.52,142,6,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
14197,2010-10-25,2010-10-25,411,1,390.05,390.05,143,20,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14198,2010-01-05,2011-11-21,19,9,1569.73,174.41444444444446,623,58,True,5,5,4,14,Champions,1,High-Value Champions
14199,2010-06-27,2011-05-05,219,4,1091.7,272.925,254,15,True,2,3,3,8,At Risk,3,Lapsed Established Customers
14200,2010-04-01,2010-04-01,618,1,379.2,379.2,140,21,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14201,2010-04-30,2011-10-10,61,10,1193.54,119.354,806,47,True,3,5,3,11,Loyal Customers,3,Lapsed Established Customers
14202,2010-03-25,2010-11-23,382,3,847.76,282.58666666666664,166,27,True,2,3,3,8,At Risk,3,Lapsed Established Customers
14203,2010-11-07,2010-11-07,398,1,339.34,339.34,80,16,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
14204,2009-12-02,2011-12-07,3,4,1024.83,256.2075,469,186,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
14205,2010-03-07,2011-11-23,17,9,2414.2,268.2444444444444,1342,79,True,5,5,4,14,Champions,1,High-Value Champions
14206,2010-11-02,2011-04-14,240,3,1185.01,395.00333333333333,930,62,True,2,3,3,8,At Risk,3,Lapsed Established Customers
14207,2010-01-21,2010-01-21,688,1,157.8,157.8,36,2,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14208,2010-06-06,2011-09-06,95,2,567.05,283.525,529,34,True,3,2,2,7,Need Attention,2,Recent Growth Customers
14209,2010-01-22,2011-11-29,11,15,4993.27,332.8846666666667,1739,133,True,5,5,5,15,Champions,1,High-Value Champions
14210,2010-01-06,2011-08-26,106,16,5556.570000000001,347.28562500000004,2511,143,True,3,5,5,13,Loyal Customers,1,High-Value Champions
14211,2009-12-09,2011-10-17,54,18,4402.29,244.57166666666666,2575,155,True,4,5,5,14,Champions,1,High-Value Champions
14212,2010-09-20,2011-09-11,90,2,2190.14,1095.07,2046,18,True,3,2,4,9,Need Attention,3,Lapsed Established Customers
14213,2010-10-31,2010-10-31,405,1,1192.2,1192.2,244,5,False,2,1,3,6,At Risk,4,Dormant Low-Value Customers
14214,2011-03-07,2011-11-09,31,5,1004.38,200.876,751,64,True,4,4,3,11,Loyal Customers,2,Recent Growth Customers
14215,2009-12-08,2011-11-28,12,9,3250.33,361.1477777777778,2181,167,True,5,5,5,15,Champions,1,High-Value Champions
14216,2010-10-21,2011-12-06,4,5,2150.04,430.008,712,65,True,5,4,4,13,Champions,2,Recent Growth Customers
14217,2010-06-30,2011-12-08,2,23,3298.59,143.41695652173914,1230,122,True,5,5,5,15,Champions,1,High-Value Champions
14218,2011-10-28,2011-10-28,43,1,169.48000000000002,169.48000000000002,160,12,False,4,1,1,6,New Customers,2,Recent Growth Customers
14219,2010-08-03,2011-12-05,5,3,633.83,211.27666666666667,363,39,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
14220,2010-05-19,2011-04-06,248,4,1515.0,378.75,468,26,True,2,3,4,9,At Risk,3,Lapsed Established Customers
14221,2010-04-06,2011-10-28,43,17,6517.49,383.38176470588235,3808,166,True,4,5,5,14,Champions,1,High-Value Champions
14222,2011-06-15,2011-06-15,178,1,683.17,683.17,607,41,False,3,1,3,7,Need Attention,4,Dormant Low-Value Customers
14223,2011-03-20,2011-09-08,93,3,991.13,330.37666666666667,585,50,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
14224,2010-06-13,2011-08-21,111,9,1841.71,204.63444444444445,826,189,True,3,5,4,12,Loyal Customers,3,Lapsed Established Customers
14225,2010-01-12,2010-10-01,435,4,2031.07,507.7675,1167,70,True,1,3,4,8,At Risk,3,Lapsed Established Customers
14226,2010-09-24,2011-11-11,29,6,2985.13,497.5216666666667,1714,89,True,4,4,5,13,Champions,1,High-Value Champions
14227,2010-02-08,2011-11-13,27,15,6368.71,424.5806666666667,4048,246,True,4,5,5,14,Champions,1,High-Value Champions
14228,2010-06-11,2010-09-28,438,3,745.5,248.5,260,38,True,1,3,3,7,At Risk,3,Lapsed Established Customers
14229,2010-08-25,2011-10-19,52,7,2594.04,370.57714285714286,934,41,True,4,4,4,12,Champions,3,Lapsed Established Customers
14230,2010-06-09,2010-09-30,436,3,979.8000000000001,326.6,246,27,True,1,3,3,7,At Risk,3,Lapsed Established Customers
14231,2010-09-15,2011-06-09,184,4,1235.6200000000001,308.90500000000003,610,66,True,3,3,4,10,Need Attention,3,Lapsed Established Customers
14232,2011-03-20,2011-10-28,43,5,2048.07,409.61400000000003,1941,81,True,4,4,4,12,Champions,3,Lapsed Established Customers
14233,2010-03-05,2011-10-21,50,7,2904.27,414.8957142857143,1261,42,True,4,4,4,12,Champions,3,Lapsed Established Customers
14234,2011-10-13,2011-11-17,23,4,754.12,188.53,951,122,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
14235,2010-03-30,2011-09-25,76,9,4717.99,524.2211111111111,3014,107,True,3,5,5,13,Loyal Customers,1,High-Value Champions
14236,2010-07-22,2011-09-20,81,5,1555.34,311.068,774,39,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
14237,2010-04-28,2010-12-01,374,2,471.14,235.57,238,26,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
14238,2009-12-05,2011-01-17,327,3,434.23,144.74333333333334,189,13,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
14239,2009-12-05,2011-10-27,44,21,4263.17,203.00809523809525,1729,97,True,4,5,5,14,Champions,1,High-Value Champions
14240,2010-10-12,2011-11-09,31,3,1247.49,415.83,655,46,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
14241,2010-01-12,2011-06-09,184,2,333.70000000000005,166.85000000000002,242,12,True,3,2,2,7,Need Attention,4,Dormant Low-Value Customers
14242,2011-01-18,2011-04-19,235,2,280.55,140.275,123,13,True,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
14243,2010-08-20,2011-12-01,9,17,7217.75,424.5735294117647,3631,235,True,5,5,5,15,Champions,1,High-Value Champions
14244,2010-02-17,2010-02-17,661,1,366.41999999999996,366.41999999999996,814,16,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14245,2011-03-21,2011-05-04,220,2,1693.45,846.725,976,107,True,2,2,4,8,At Risk,3,Lapsed Established Customers
14246,2011-04-08,2011-08-21,111,3,1474.06,491.3533333333333,804,57,True,3,3,4,10,Need Attention,3,Lapsed Established Customers
14247,2010-06-06,2011-03-06,279,5,753.56,150.712,378,82,True,2,4,3,9,At Risk,3,Lapsed Established Customers
14248,2010-07-12,2011-01-25,319,3,1032.95,344.31666666666666,692,41,True,2,3,3,8,At Risk,3,Lapsed Established Customers
14249,2010-01-29,2010-10-25,411,12,5400.461,450.0384166666667,2383,178,True,1,5,5,11,Cannot Lose Them,3,Lapsed Established Customers
14250,2011-09-11,2011-12-02,8,3,1904.05,634.6833333333333,1200,94,True,5,3,4,12,Potential Loyalists,2,Recent Growth Customers
14251,2011-10-13,2011-12-08,2,5,2879.7000000000003,575.94,1674,37,True,5,4,4,13,Champions,1,High-Value Champions
14252,2010-11-23,2010-11-23,382,1,350.99,350.99,111,10,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
14253,2010-03-26,2010-08-03,494,2,363.40000000000003,181.70000000000002,88,11,True,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
14254,2010-10-03,2010-10-03,433,1,601.03,601.03,263,23,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14255,2010-06-11,2010-06-11,547,1,1000.63,1000.63,1,1,False,1,1,3,5,At Risk,4,Dormant Low-Value Customers
14256,2010-01-14,2011-03-24,261,5,2460.79,492.158,1147,100,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
14257,2010-03-01,2011-10-06,65,9,5954.45,661.6055555555555,3332,167,True,3,5,5,13,Loyal Customers,1,High-Value Champions
14258,2009-12-04,2011-11-30,10,25,32051.34,1282.0536,17488,97,True,5,5,5,15,Champions,1,High-Value Champions
14259,2011-07-21,2011-07-21,142,1,120.0,120.0,68,5,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
14260,2010-06-09,2010-08-25,472,3,824.28,274.76,544,50,True,1,3,3,7,At Risk,3,Lapsed Established Customers
14261,2011-09-22,2011-10-20,51,2,1163.45,581.725,406,52,True,4,2,3,9,Potential Loyalists,2,Recent Growth Customers
14262,2011-04-13,2011-12-01,9,8,2618.23,327.27875,1645,87,True,5,4,4,13,Champions,1,High-Value Champions
14263,2010-10-12,2010-10-12,424,1,322.93,322.93,171,16,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14264,2010-04-07,2011-07-08,155,6,1517.3600000000001,252.89333333333335,553,59,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
14265,2010-04-06,2011-08-22,110,4,1373.35,343.3375,715,74,True,3,3,4,10,Need Attention,3,Lapsed Established Customers
14266,2010-10-07,2010-10-07,429,1,40.56,40.56,24,1,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14267,2011-03-24,2011-06-30,163,3,1516.24,505.41333333333336,530,25,True,3,3,4,10,Need Attention,3,Lapsed Established Customers
14268,2010-08-26,2010-08-26,471,1,354.85,354.85,147,19,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14269,2010-09-26,2010-09-26,440,1,295.73,295.73,123,16,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
14270,2011-01-12,2011-01-12,332,1,492.65000000000003,492.65000000000003,197,29,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
14271,2010-10-26,2011-04-28,226,2,214.18,107.09,148,38,True,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
14272,2010-05-06,2011-09-27,74,4,920.81,230.2025,1097,62,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
14273,2011-04-11,2011-10-19,52,4,559.97,139.9925,264,22,True,4,3,2,9,Potential Loyalists,2,Recent Growth Customers
14274,2010-01-22,2010-01-22,687,1,256.6,256.6,178,15,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
14275,2010-04-11,2010-11-09,396,6,1189.3799999999999,198.23,538,14,True,2,4,3,9,At Risk,3,Lapsed Established Customers
14276,2010-02-17,2011-09-02,99,7,2102.68,300.3828571428571,1406,75,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
14277,2009-12-13,2011-11-24,16,9,17197.61,1910.8455555555556,89806,334,True,5,5,5,15,Champions,1,High-Value Champions
14278,2010-10-26,2010-10-26,410,1,205.83,205.83,131,13,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
14279,2010-01-27,2010-07-07,521,2,191.86,95.93,46,3,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
14280,2011-05-27,2011-05-27,197,1,134.04,134.04,52,8,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
14281,2010-10-27,2010-10-27,409,1,245.15,245.15,45,7,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
14282,2010-02-15,2011-12-06,4,25,7250.76,290.0304,5166,100,True,5,5,5,15,Champions,1,High-Value Champions
14283,2010-05-19,2010-09-02,464,4,628.4399999999999,157.10999999999999,550,36,True,1,3,3,7,At Risk,3,Lapsed Established Customers
14284,2010-02-24,2011-11-09,31,3,1299.65,433.2166666666667,510,59,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
14285,2009-12-08,2011-11-18,22,8,3284.42,410.5525,954,48,True,4,4,5,13,Champions,1,High-Value Champions
14286,2009-12-04,2011-11-16,24,7,8479.76,1211.3942857142858,8795,270,True,4,4,5,13,Champions,1,High-Value Champions
14287,2011-05-25,2011-12-01,9,3,176.63,58.876666666666665,261,9,True,5,3,1,9,Need Attention,2,Recent Growth Customers
14288,2011-05-10,2011-05-10,214,1,426.6,426.6,188,16,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
14289,2011-02-23,2011-12-01,9,6,911.26,151.87666666666667,292,33,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
14290,2009-12-08,2011-11-28,12,8,4516.56,564.57,1600,120,True,5,4,5,14,Champions,1,High-Value Champions
14291,2009-12-09,2011-12-08,2,23,7904.1,343.6565217391304,6146,241,True,5,5,5,15,Champions,1,High-Value Champions
14292,2010-03-19,2011-12-02,8,16,9226.25,576.640625,3429,120,True,5,5,5,15,Champions,1,High-Value Champions
14293,2009-12-10,2011-12-06,4,9,2903.01,322.5566666666667,1558,88,True,5,5,4,14,Champions,1,High-Value Champions
14294,2010-10-28,2010-10-28,408,1,375.34,375.34,190,23,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
14295,2009-12-08,2011-10-30,41,5,2362.91,472.582,1029,66,True,4,4,4,12,Champions,3,Lapsed Established Customers
14296,2010-05-14,2010-10-14,422,2,456.40000000000003,228.20000000000002,314,27,True,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
14297,2011-03-10,2011-11-22,18,4,1305.33,326.3325,865,48,True,5,3,4,12,Potential Loyalists,2,Recent Growth Customers
14298,2009-12-11,2011-12-01,9,82,91194.49,1112.1279268292683,100272,1370,True,5,5,5,15,Champions,1,High-Value Champions
14299,2009-12-02,2011-12-01,9,27,14070.25,521.1203703703703,8136,164,True,5,5,5,15,Champions,1,High-Value Champions
14300,2011-11-21,2011-11-21,19,1,43.2,43.2,32,3,False,5,1,1,7,New Customers,2,Recent Growth Customers
14301,2010-02-11,2011-08-14,118,4,1992.18,498.045,1686,37,True,3,3,4,10,Need Attention,3,Lapsed Established Customers
14302,2009-12-02,2010-10-05,431,3,742.9000000000001,247.63333333333335,298,25,True,1,3,3,7,At Risk,3,Lapsed Established Customers
14303,2010-10-01,2010-10-28,408,2,277.94,138.97,218,21,True,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
