month_start,stock_code,description,revenue_gbp,units_sold,orders,identified_customers
2010-03-01,85049G,CHOCOLATE BOX RIBBONS,167.5,134,16,16
2010-03-01,22363,GLASS JAR MARMALADE,167.42000000000002,58,12,10
2010-03-01,22609,PENS ASSORTED SPACEBALL,166.39999999999998,191,8,6
2010-03-01,82578,KITCHEN METAL SIGN,166.26000000000002,293,43,34
2010-03-01,84968F,S/16 VINTAGE SKY BLUE CUTLERY,165.74,12,4,3
2010-03-01,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",165.72,10,9,5
2010-03-01,22362,GLASS JAR PEACOCK BATH SALTS,165.25,51,16,11
2010-03-01,22396,MAGNETS PACK OF 4 RETRO PHOTO,165.0,132,3,3
2010-03-01,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,165.0,132,3,3
2010-03-01,22405,MONEY BOX POCKET MONEY DESIGN,164.63,139,7,7
2010-03-01,22023,EMPIRE BIRTHDAY CARD,164.11,387,34,26
2010-03-01,22414,DOOR MAT NEIGHBOURHOOD WITCH,163.81,17,12,6
2010-03-01,21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,163.79999999999998,84,9,8
2010-03-01,85232D,SET/3 DECOUPAGE STACKING TINS,163.62,32,13,12
2010-03-01,22314,OFFICE MUG WARMER CHOC+BLUE,163.35000000000002,33,10,10
2010-03-01,22471,TV DINNER TRAY AIR HOSTESS,163.35000000000002,33,11,10
2010-03-01,20798,CLEAR MILKSHAKE GLASS,163.28,80,8,5
2010-03-01,84918,CREAM CUSHION COVER WITH FLOWERS,163.1,58,4,4
2010-03-01,21876,POTTERING MUG,162.97,127,17,15
2010-03-01,21447,12 IVORY ROSE PEG PLACE SETTINGS,162.95,133,14,12
2010-03-01,21577,SAVE THE PLANET COTTON TOTE BAG,161.99,71,21,18
2010-03-01,35096A,BLUE VICTORIAN FABRIC HEART BOX,161.60999999999999,547,4,2
2010-03-01,21275,ZINC TOP 2 DOOR WOODEN SHELF,161.6,9,5,4
2010-03-01,21509,COWBOYS AND INDIANS BIRTHDAY CARD,161.34,390,29,24
2010-03-01,21456,2 PICTURE BOOK EGGS EASTER CHICKS,161.32,122,20,11
2010-03-01,22546,MINI JIGSAW FIDO,161.28,384,4,4
2010-03-01,16016,LARGE CHINESE STYLE SCISSOR,161.0,220,3,3
2010-03-01,22190,LOCAL CAFE MUG,160.81,82,9,8
2010-03-01,22323,PINK POLKADOT KIDS BAG,160.77,81,11,10
2010-03-01,21663,VINTAGE GLASS SUGAR CADDY,160.53,23,13,9
2010-03-01,22587,FELTCRAFT HAIRBAND RED AND BLUE,160.39,205,10,7
2010-03-01,21241,GREEN SPOTTY CUP,160.32999999999998,181,27,19
2010-03-01,21377,SMALL CAMPHOR WOOD FIELD MUSHROOM,160.20000000000002,209,10,4
2010-03-01,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,160.17000000000002,41,6,5
2010-03-01,21686,MEDINA STAMPED METAL STOOL,159.8,4,3,2
2010-03-01,35241,ENAMEL BLUE RIM BISCUIT BIN,159.75,27,14,9
2010-03-01,22232,JIGSAW TOADSTOOLS 3 PIECE,159.16,98,12,6
2010-03-01,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,159.08,16,4,2
2010-03-01,21455,PAINTED YELLOW WOODEN DAISY,158.84,164,27,17
2010-03-01,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,158.51999999999998,94,26,22
2010-03-01,21542,WOODLAND WATER TRANSFER TATTOOS,157.85,179,25,18
2010-03-01,21320,GLASS CHALICE GREEN LARGE,157.73999999999998,53,9,6
2010-03-01,22535,MAGIC DRAWING SLATE BUNNIES,157.63,250,8,6
2010-03-01,21656,RIDGED GLASS POSY VASE,157.54999999999998,112,10,7
2010-03-01,21541,DINOSAURS WATER TRANSFER TATTOOS,157.47,189,20,17
2010-03-01,21215,IVORY PAPER CUP CAKE CASES,157.45000000000002,308,16,13
2010-03-01,85041,SET/4 PINK ORCHID CANDLES IN BOWL,157.29,86,17,14
2010-03-01,85060,WOOD FAN WITH FLOWER DESIGN,157.17000000000002,129,12,9
2010-03-01,84849D,HOT BATHS SOAP HOLDER,157.13,91,15,12
2010-03-01,84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,157.01,70,15,12
2010-03-01,21898,POTTING SHED ROSE CANDLE,156.37000000000003,51,16,13
2010-03-01,72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",156.2,76,4,4
2010-03-01,22208,WOOD STAMP SET THANK YOU,155.09999999999997,94,12,11
2010-03-01,20931,BLUE POT PLANT CANDLE,155.09,41,16,12
2010-03-01,84507B,STRIPES DESIGN MONKEY DOLL,155.04999999999998,58,15,10
2010-03-01,20716,PARTY FOOD SHOPPER BAG,155.01,121,19,14
2010-03-01,21460,GREEN EASTER EGG HUNT START POST,154.89,69,11,8
2010-03-01,22268,EASTER DECORATION SITTING BUNNY,154.82999999999998,162,34,19
2010-03-01,22315,200 RED + WHITE BENDY STRAWS,154.25,121,19,12
2010-03-01,85040A,S/4 PINK FLOWER CANDLES IN BOWL,153.80999999999997,87,23,18
2010-03-01,90167,BEADED LOVE HEART JEWELLERY SET,153.2,182,13,10
2010-03-01,20833,SHAKER THROW QUILTED,153.0,12,1,1
2010-03-01,21796,SET OF 3 RED STRIPE BASKETS,153.0,12,9,6
2010-03-01,22548,HEADS AND TAILS SPORTING FUN,152.10000000000002,70,6,5
2010-03-01,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,152.03,21,16,13
2010-03-01,21354,TOAST ITS - BEST MUM,151.71,123,17,7
2010-03-01,20933,YELLOW POT PLANT CANDLE,151.58,38,13,9
2010-03-01,21892,TRADITIONAL WOODEN CATCH CUP GAME,151.53,117,18,14
2010-03-01,22107,PIZZA PLATE IN BOX,151.23,38,13,9
2010-03-01,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,151.15,187,22,22
2010-03-01,21454,PAINTED PINK RABBIT,150.94,169,28,22
2010-03-01,85187,S/12 MINI RABBIT EASTER,150.92999999999998,78,20,12
2010-03-01,22309,TEA COSY RED STRIPE,150.32999999999998,56,10,7
2010-03-01,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,150.03,117,12,9
2010-03-01,84763,ZINC FINISH 15CM PLANTER POTS,150.01,119,13,11
2010-03-01,21690,SILVER CANDLEPOT JARDIN,150.0,40,4,4
2010-03-01,21679,SKULLS STICKERS,149.7,177,18,16
2010-03-01,84509G,SET OF 4 FAIRY CAKE PLACEMATS,148.69,41,14,12
2010-03-01,82607A,GLASS BONBON JAR PARFUME AUX FLEURE,148.55,109,21,9
2010-03-01,84795B,SUNSET CHECK HAMMOCK,148.08,19,6,4
2010-03-01,72225C,LAVENDER SCENT CAKE CANDLE,148.07999999999998,696,3,3
2010-03-01,72225D,VANILLA SCENT CAKE CANDLE,148.07999999999998,696,3,3
2010-03-01,22390,PAPERWEIGHT CHILDHOOD MEMORIES,147.6,60,2,2
2010-03-01,85167B,BLACK GRAND BAROQUE PHOTO FRAME,147.19,75,7,5
2010-03-01,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,147.1,45,9,4
2010-03-01,84720,DOT MATRIX CANVAS ART PICTURE,147.05,35,3,3
2010-03-01,35924,HANGING FAIRY CAKE DECORATION,147.04000000000002,66,8,4
2010-03-01,35160,BUDDHA INCENSE HOLDER ASSORTED,147.03,195,9,7
2010-03-01,22266,EASTER DECORATION HANGING BUNNY,146.92000000000002,215,31,17
2010-03-01,22305,COFFEE MUG PINK PAISLEY DESIGN,146.92000000000002,62,9,7
2010-03-01,20768,GREEN FERN JOURNAL,146.81,64,11,10
2010-03-01,84984D,ORIENTAL RED CUSHION COVER,146.8,112,3,3
2010-03-01,20984,12 PENCILS TALL TUBE POSY,146.54000000000002,197,5,1
2010-03-01,21126,SET OF 6 GIRLS CELEBRATION CANDLES,146.49,117,20,18
2010-03-01,21458,2 PICTURE BOOK EGGS EASTER BUNNY,146.45,97,26,10
2010-03-01,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,146.4,40,8,6
2010-03-01,21107,CREAM SLICE FLANNEL PINK SPOT,146.26,46,15,7
2010-03-01,20761,BLUE PAISLEY SKETCHBOOK,146.25,39,8,8
2010-03-01,20910,VINTAGE PHOTO ALBUM PARIS DAYS,146.13,19,7,4
2010-03-01,35001G,HAND OPEN SHAPE GOLD,145.54,38,12,3
2010-03-01,35971,ROSE FOLKART HEART DECORATIONS,145.13,103,15,8
2010-03-01,15039,SANDALWOOD FAN,145.12,145,14,10
2010-03-01,20729,RED SPOTTY CANDY BAG,145.1,106,24,9
2010-03-01,20846,ZINC HEART LATTICE T-LIGHT HOLDER,145.05,111,14,11
2010-03-01,22052,VINTAGE CARAVAN GIFT WRAP,145.0,350,12,12
2010-03-01,21629,SQUARE FLOOR CUSHION VINTAGE RED,144.70999999999998,11,8,3
2010-03-01,84466,TOP SECRET PEN SET,144.64999999999998,133,9,6
2010-03-01,21173,LOO ROLL METAL SIGN,144.61999999999998,86,16,11
2010-03-01,21829,DINOSAUR KEYRINGS ASSORTED,143.48999999999998,747,12,10
2010-03-01,21613,S/12 VANILLA BOTANICAL T-LIGHTS,143.25,51,10,8
2010-03-01,85098B,BLUE FLYING SINGING CANARY,142.86,35,9,6
2010-03-01,21465,PINK FLOWER CROCHET FOOD COVER,142.62,37,11,9
2010-03-01,85186C,BUNNY EGG GARLAND,142.5,304,31,18
2010-03-01,21324,HANGING MEDINA LANTERN SMALL,142.21,43,11,7
2010-03-01,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,142.14999999999998,61,10,10
2010-03-01,21830,ASSORTED CREEPY CRAWLIES,141.97,337,13,11
2010-03-01,21457,2 PICTURE BOOK EGGS EASTER DUCKS,141.35,103,18,11
2010-03-01,85034A,3 GARDENIA MORRIS BOXED CANDLES,140.89,31,9,5
2010-03-01,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,140.84,26,12,10
2010-03-01,84869,CANDY BUTTON PHOTO ALBUM,140.79999999999998,64,5,5
2010-03-01,84846A,SCENTED CANDLE IN DIGITALIS TIN,140.76000000000002,61,11,9
2010-03-01,22312,OFFICE MUG WARMER POLKADOT,140.69,27,7,5
2010-03-01,47504G,ENGLISH ROSE TAPE MEASURE,140.56,110,17,14
2010-03-01,84706D,CHERRY BLOSSOM TABLE CLOCK,140.39999999999998,72,2,2
2010-03-01,47586A,PINK FAIRY CAKE CUSHION COVER,140.25,151,9,8
2010-03-01,21410,COUNTRY COTTAGE DOORSTOP GREEN,140.16,30,18,13
2010-03-01,22200,FRYING PAN PINK POLKADOT,140.07,27,11,5
2010-03-01,84033,FLAG OF ST GEORGE,139.55,34,5,4
2010-03-01,84789,ENCHANTED BIRD PLANT CAGE,139.52,43,6,5
2010-03-01,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,139.26000000000002,36,7,4
2010-03-01,22553,PLASTERS IN TIN SKULLS,138.98999999999998,83,15,12
2010-03-01,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",138.84,102,18,11
2010-03-01,22454,MEASURING TAPE RUSSIAN DOLL RED,138.69,43,15,10
2010-03-01,21157,RED SPOTTY WASHBAG,138.65,61,13,7
2010-03-01,85053,FRENCH ENAMEL CANDLEHOLDER,138.48,80,3,3
2010-03-01,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,138.4,30,12,8
2010-03-01,85199L,LARGE HANGING IVORY & RED WOOD BIRD,138.05,193,25,13
2010-03-01,22562,MONSTERS STENCIL CRAFT,137.57,121,10,9
2010-03-01,22308,TEA COSY BLUE STRIPE,137.54,50,9,5
2010-03-01,21896,POTTING SHED TWINE,137.13000000000002,63,15,12
2010-03-01,22519,CHILDS GARDEN BRUSH PINK,137.0,46,12,8
2010-03-01,84279P,CHERRY BLOSSOM DECORATIVE FLASK,136.94,34,15,13
2010-03-01,21665,TRIANGULAR RIDGED GLASS POSY HOLDER,136.92000000000002,216,14,6
2010-03-01,17033,"BROCADE PURSE,SMALL ARCH BUTTON",136.89999999999998,482,16,15
2010-03-01,21076,SET/20 COLLAGE PAPER NAPKIN,136.85,179,16,14
2010-03-01,21245,GREEN SPOTTY PLATE,136.81,77,12,9
2010-03-01,22040,BOTANICAL ROSE GIFT WRAP,136.5,325,12,12
2010-03-01,21484,CHICK GREY HOT WATER BOTTLE,136.14000000000001,31,13,8
2010-03-01,79342B,BROWN FLOWER LIGHTS,135.35,15,7,2
2010-03-01,84600,NEW BAROQUE JEWELLERY BOX,135.05,19,3,2
2010-03-01,21055,TOOL BOX SOFT TOY,134.25,15,9,9
2010-03-01,22246,"GARLAND, MAGIC GARDEN 1.8M",133.84,64,15,11
2010-03-01,21763,VINTAGE WOODEN BAR STOOL,133.75,5,2,2
2010-03-01,21867,PINK UNION JACK LUGGAGE TAG,131.98,88,16,9
2010-03-01,22247,BUNNY DECORATION MAGIC GARDEN,131.79,150,26,12
2010-03-01,22132,RED LOVE HEART SHAPE CUP,131.59,151,19,15
2010-03-01,21330,WOODLAND ANIMAL WRITING SET,131.31,63,22,12
2010-03-01,21742,LARGE ROUND WICKER PLATTER,130.9,22,9,8
2010-03-01,21691,SILVER VANILLA FLOWER CANDLE POT,130.78,34,10,9
2010-03-01,22479,DAISY GARDEN MARKER,130.6,94,19,14
2010-03-01,35095A,BLUE VICTORIAN FABRIC OVAL BOX,130.44,420,9,7
2010-03-01,84670,JAPANESE CROCHETED ANIMAL,129.82,313,13,11
2010-03-01,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,129.71,259,10,5
2010-03-01,21681,GIANT MEDINA STAMPED METAL BOWL,129.35,13,5,5
2010-03-01,20772,GARDEN PATH JOURNAL,129.15,57,6,6
2010-03-01,85124C,GREEN JUICY FRUIT PHOTO FRAME,129.11,56,6,5
2010-03-01,20770,ABSTRACT CIRCLE JOURNAL,129.03,57,10,7
2010-03-01,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,128.83999999999997,48,12,10
2010-03-01,21364,PEACE SMALL WOOD LETTERS,128.46,16,9,6
2010-03-01,47599B,BLUE PARTY BAGS,128.13,58,13,10
2010-03-01,21392,RED SPOTTY PUDDING BOWL,128.10000000000002,61,6,6
2010-03-01,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,127.66,14,4,2
2010-03-01,21468,BUTTERFLY CROCHET FOOD COVER,127.62,33,8,7
2010-03-01,10135,COLOURING PENCILS BROWN TUBE,127.50999999999999,101,12,11
2010-03-01,22526,WHEELBARROW FOR CHILDREN,127.5,10,5,5
2010-03-01,21269,ANTIQUE CREAM CUTLERY SHELF,127.48,14,7,6
2010-03-01,22393,PAPERWEIGHT VINTAGE COLLAGE,127.46,49,2,1
2010-03-01,85177,BASKET OF FLOWERS SEWING KIT,127.41999999999999,148,8,7
2010-03-01,20734,SILVER MINI TAPE MEASURE,126.61,148,14,12
2010-03-01,21626,VINTAGE UNION JACK PENNANT,126.03999999999999,60,10,7
2010-03-01,37330,SPOTS MUG,126.0,72,3,3
2010-03-01,84581,DOG TOY WITH PINK CROCHET SKIRT,125.48,34,16,10
2010-03-01,22230,JIGSAW TREE WITH WATERING CAN,125.19999999999999,133,24,13
2010-03-01,84356,POMPOM CURTAIN,125.1,18,7,7
2010-03-01,20961,STRAWBERRY BATH SPONGE,125.06,94,17,12
2010-03-01,22347,PIZZA SLICE DISH,125.06,94,13,10
2010-03-01,84709B,PINK OVAL JEWELLED MIRROR,124.67,21,13,7
2010-03-01,84905,PINK BUTTERFLY CUSHION COVER,124.65,79,5,5
2010-03-01,84761,IVORY HANGING BIRD PLANTER,124.63,41,11,5
2010-03-01,21251,DINOSAUR HEIGHT CHART STICKER SET,124.50000000000001,38,11,6
2010-03-01,84748,FOLK FELT HANGING MULTICOL GARLAND,123.99,31,7,5
2010-03-01,84773,RED ROSE AND LACE C/COVER,123.9,42,9,8
2010-03-01,21223,SET/4 BADGES WOODLAND ANIMAL,123.75,99,13,13
2010-03-01,22069,BROWN PIRATE TREASURE CHEST,123.6,66,14,6
2010-03-01,20730,STRAWBERRY CANDY BAG,123.54999999999998,119,13,7
2010-03-01,22133,PINK LOVE HEART SHAPE CUP,123.05,140,17,13
2010-03-01,35004G,SET OF 3 GOLD FLYING DUCKS,123.03,21,6,6
2010-03-01,85110,BLACK SILVER FLOWER T-LIGHT HOLDER,122.96,590,5,4
2010-03-01,21356,TOAST ITS - FAIRY FLOWER,122.71000000000001,101,16,13
2010-03-01,21580,RABBIT DESIGN COTTON TOTE BAG,121.66,43,15,8
2010-03-01,21445,12 PINK ROSE PEG PLACE SETTINGS,121.50999999999999,95,10,8
2010-03-01,20966,SANDWICH BATH SPONGE,121.35,87,17,9
2010-03-01,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,120.95000000000002,41,8,8
2010-03-01,72232,FENG SHUI PILLAR CANDLE,120.84,636,3,3
2010-03-01,21034,REX CASH+CARRY JUMBO SHOPPER,120.64999999999999,127,79,73
2010-03-01,85008,SET OF 3 CONEY ISLAND OVAL BOXES,120.45,35,10,10
2010-03-01,20658,RED SPOTTY LUGGAGE TAG,120.35,85,19,11
2010-03-01,21323,HANGING MEDINA LANTERN LARGE,120.13000000000001,25,10,5
2010-03-01,21664,RIDGED GLASS STORAGE JAR CREAM LID,120.12,31,8,7
2010-03-01,21865,PINK UNION JACK PASSPORT COVER,120.06,43,15,9
2010-03-01,21764,VINTAGE WOODEN PLATE RACK,119.85000000000001,3,3,3
2010-03-01,21051,RIBBONS PURSE,119.71000000000001,56,10,9
2010-03-01,22407,MONEY BOX FIRST ADE DESIGN,119.63,103,4,4
2010-03-01,21476,STEEL SWEETHEART ROUND TABLE CREAM,119.6,8,5,5
2010-03-01,21768,WALL MOUNTED VINTAGE ORGANISER,119.27999999999999,6,4,2
2010-03-01,21494,ROTATING LEAVES T-LIGHT HOLDER,119.12,43,11,4
2010-03-01,21680,WOODLAND STICKERS,118.72,133,13,9
2010-03-01,22036,DINOSAUR BIRTHDAY CARD,118.01,281,26,18
2010-03-01,46137D,GREEN CHENILLE SHAGGY RUG,118.0,40,2,1
2010-03-01,35921,EASTER BUNNY HANGING GARLAND,116.97,57,16,7
2010-03-01,21348,PINK SPOTS CHOCOLATE NESTING BOXES,116.7,42,9,7
2010-03-01,21774,DECORATIVE CATS BATHROOM BOTTLE,116.47999999999999,70,29,9
2010-03-01,21289,LARGE STRIPES CHOCOLATE GIFT BAG,116.47,71,7,3
2010-03-01,18098c,PORCELAIN BUTTERFLY OIL BURNER,116.38,23,14,0
2010-03-01,21272,SALLE DE BAIN HOOK,116.35,83,21,15
2010-03-01,85129A,"WHITE PEARL BEADED HEART, SMALL",116.27,91,12,10
2010-03-01,21440,12 MINI TOADSTOOL PEGS,116.26,92,21,20
2010-03-01,85049H,URBAN BLACK RIBBONS,116.25,93,13,13
2010-03-01,22406,MONEY BOX KINGS CHOICE DESIGN,116.0,86,7,6
2010-03-01,21486,PINK HEART DOTS HOT WATER BOTTLE,115.59,29,21,8
2010-03-01,21376,LARGE TALL CAMPHOR WOOD TOADSTOOL,115.52,51,6,4
2010-03-01,21393,BLUE SPOTTY PUDDING BOWL,115.50000000000001,55,5,5
2010-03-01,22046,TEA PARTY WRAPPING PAPER,115.5,275,11,11
2010-03-01,22051,BLUE SCANDINAVIAN PAISLEY WRAP,115.5,275,10,10
2010-03-01,21054,NURSE'S BAG SOFT TOY,115.42999999999999,12,11,10
2010-03-01,85007,SET OF 3 VINTAGE TEA TIME BOXES,115.2,48,4,4
2010-03-01,21730,GLASS STAR FROSTED T-LIGHT HOLDER,114.97,25,6,5
2010-03-01,84529C,YELLOW KNITTED KIDS RUCKSACK,114.75,17,6,6
2010-03-01,85163A,WHITE BAROQUE WALL CLOCK,114.75,9,7,7
2010-03-01,35095B,RED VICTORIAN FABRIC OVAL BOX,114.47999999999999,382,8,6
2010-03-01,22511,DOORSTOP RUSSIAN DOLL RETROSPOT,114.36000000000001,31,7,6
2010-03-01,22544,MINI JIGSAW SPACEBOY,114.24,272,9,8
2010-03-01,84877D,BLUE ROUND COMPACT MIRROR,114.24,34,7,0
2010-03-01,84750B,BLACK SMALL GLASS CAKE STAND,114.01999999999998,66,3,1
2010-03-01,21421,PORCELAIN ROSE LARGE,113.36,89,9,8
2010-03-01,84051,ASS COLOUR GLOWING TIARAS,113.32,142,2,1
2010-03-01,21947,SET OF 6 HEART CHOPSTICKS,112.95,93,11,10
2010-03-01,10125,MINI FUNKY DESIGN TAPES,112.94,110,7,5
2010-03-01,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,112.75999999999999,508,5,5
2010-03-01,22094,RED POLKA DOT TISSUE BOX,112.62,78,15,8
2010-03-01,21666,RIDGED GLASS T-LIGHT HOLDER,112.45000000000002,173,6,6
2010-03-01,22211,WOOD STAMP SET FLOWERS,112.19999999999999,68,8,8
2010-03-01,21224,SET/4 SKULL BADGES,111.89,87,13,12
2010-03-01,21657,MILK BOTTLE WITH GLASS STOPPER,111.73,15,8,7
2010-03-01,85015,SET OF 12 VINTAGE POSTCARD SET,111.39999999999999,44,16,4
2010-03-01,85124B,BLUE JUICY FRUIT PHOTO FRAME,111.30000000000001,50,5,5
2010-03-01,84292,ROSE PINK METAL FOLDING CHAIR,111.3,14,4,4
2010-03-01,22184,CAKE STAND VICTORIAN FILIGREE LARGE,110.38000000000001,7,5,1
2010-03-01,84688,BEACH HUT DESIGN BLACKBOARD,110.38,22,7,3
2010-03-01,22250,DECORATION BUTTERFLY MAGIC GARDEN,110.36,109,20,8
2010-03-01,21125,SET 6 FOOTBALL CELEBRATION CANDLES,110.22,90,12,12
2010-03-01,85049A,TRADITIONAL CHRISTMAS RIBBONS,110.0,88,8,8
2010-03-01,21327,SKULLS WRITING SET,109.85999999999999,67,18,16
2010-03-01,21444,BLUE CHALET BIRDFEEDER,109.47,23,10,4
2010-03-01,79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,109.44,288,2,2
2010-03-01,84707B,PINK JEWELLED MIRROR TRINKET TRAY,109.04,12,8,2
2010-03-01,22267,EASTER DECORATION EGG BUNNY,109.02,84,10,8
2010-03-01,20871,OPULENT VELVET SET/3 CANDLES,108.91,80,4,2
2010-03-01,22210,WOOD STAMP SET BEST WISHES,108.89999999999998,66,10,10
2010-03-01,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,108.09,10,9,2
2010-03-01,21576,LETS GO SHOPPING COTTON TOTE BAG,108.0,52,13,13
2010-03-01,84877B,GREEN ROUND COMPACT MIRROR,107.91,32,6,1
2010-03-01,84901,BLACK FACE LAMB WITH PANTS,107.9,28,12,7
2010-03-01,20976,12 PENCILS SMALL TUBE POSY,107.78000000000002,160,12,11
2010-03-01,21904,HOUSE WRECKING METAL SIGN,107.71000000000001,51,9,8
2010-03-01,20963,APPLE BATH SPONGE,107.62,74,18,7
2010-03-01,22289,"DECORATION , HANGING METAL CHICKEN",107.57,79,14,9
2010-03-01,84919,BLUE CUSHION COVER WITH FLOWER,107.5,50,2,2
2010-03-01,21645,ASSORTED TUTTI FRUTTI ROUND BOX,107.48999999999998,61,10,7
2010-03-01,22035,VINTAGE CARAVAN GREETING CARD,107.47,259,20,15
2010-03-01,21654,RIDGED GLASS FINGER BOWL,107.4,84,2,2
2010-03-01,22320,BIRDS MOBILE VINTAGE DESIGN,107.10000000000001,18,6,5
2010-03-01,22117,METAL SIGN HER DINNER IS SERVED,106.79,33,14,10
2010-03-01,79191B,RETRO PLASTIC POLKA TRAY,106.78999999999999,161,6,4
2010-03-01,21983,PACK OF 12 BLUE PAISLEY TISSUES,106.3,344,16,14
2010-03-01,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,106.25,85,15,14
2010-03-01,20769,DAISY JOURNAL,106.2,48,5,5
2010-03-01,79190B,RETRO PLASTIC POLKA TRAY,106.05,323,7,6
2010-03-01,22136,LOVE HEART SOCK HANGER,105.71999999999998,62,11,8
2010-03-01,37444C,PINK BREAKFAST CUP AND SAUCER,105.52,32,8,2
2010-03-01,22048,BIRTHDAY BANQUET GIFT WRAP,105.0,250,10,10
2010-03-01,22050,PINK PAISLEY ROSE GIFT WRAP,105.0,250,10,10
2010-03-01,47562,ENGLISH ROSE IRONING BOARD COVER,105.0,28,11,6
2010-03-01,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",104.27,9,7,3
2010-03-01,22074,6 RIBBONS SHIMMERING PINKS,103.94999999999999,63,8,8
2010-03-01,22033,BOTANICAL ROSE GREETING CARD,103.81,253,21,17
2010-03-01,44230,SQUARE MIRROR CURTAIN,103.80000000000001,14,3,2
2010-03-01,72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,103.65,47,6,6
2010-03-01,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,103.63,100,20,8
2010-03-01,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,103.55000000000001,45,19,13
2010-03-01,84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,103.0,52,4,4
2010-03-01,21355,TOAST ITS - I LOVE YOU,102.61,83,8,7
2010-03-01,22409,MONEY BOX BISCUITS DESIGN,102.51,81,6,5
2010-03-01,22093,MOTORING TISSUE BOX,102.5,82,10,10
2010-03-01,85179B,WHITE BITTY LIGHT CHAIN,102.32000000000001,21,7,6
2010-03-01,47591B,SCOTTIES DES CHILD'S APRON,102.3,62,13,13
2010-03-01,16168M,FUNKY MONKEY GIFT BAG MEDIUM,102.27,266,10,5
2010-03-01,21328,BALLOONS WRITING SET,101.36999999999999,49,26,15
2010-03-01,17096,ASSORTED LAQUERED INCENSE HOLDERS,101.36,584,5,1
2010-03-01,84989A,75 GREEN FAIRY CAKE CASES,101.36,210,14,10
2010-03-01,22259,FELT FARM ANIMAL HEN,101.33,73,16,9
2010-03-01,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,101.27,31,10,9
2010-03-01,21553,CERAMIC BIRDHOUSE FINCH BLUE LARGE,101.15,17,12,11
2010-03-01,72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,101.10000000000001,46,7,5
2010-03-01,85224,ASSORTED COLOUR SILK GLASSES CASE,100.52000000000001,95,9,7
2010-03-01,84674,FLYING PIG WATERING CAN,100.31000000000002,33,10,9
2010-03-01,21669,BLUE STRIPE CERAMIC DRAWER KNOB,100.0,80,7,7
2010-03-01,21473,SWEETHEART CREAM STEEL TABLE RECT,99.75,5,3,3
2010-03-01,22520,CHILDS GARDEN TROWEL BLUE,99.67999999999999,92,16,12
2010-03-01,85132A,CHARLIE + LOLA BISCUITS TINS,99.5,10,5,4
2010-03-01,21278,VINTAGE KITCHEN PRINT PUDDINGS,99.33,36,10,7
2010-03-01,21707,"FOLDING UMBRELLA , BLACK/BLUE SPOT",99.0,20,8,7
2010-03-01,21972,SET OF 36 DINOSAUR PAPER DOILIES,98.75999999999999,66,14,12
2010-03-01,84461,12 PINK HEN+CHICKS IN BASKET,98.24,38,18,12
2010-03-01,21540,DAIRY MAID CERAMIC BUTTER DISH,97.69,21,9,6
2010-03-01,82613D,METAL SIGN CUPCAKE SINGLE HOOK,97.6,68,18,8
2010-03-01,21461,BLUE EASTER EGG HUNT START POST,97.5,50,10,9
2010-03-01,21482,MUSHROOM BLUE HOT WATER BOTTLE,97.41000000000001,27,14,8
2010-03-01,22163,HEART STRING MEMO HOLDER HANGING,97.35000000000001,33,5,5
2010-03-01,22608,PENS ASSORTED FUNKY JEWELED,96.78,111,5,3
2010-03-01,85160a,WHITE BIRD GARDEN DESIGN MUG,96.78,6,1,0
2010-03-01,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,96.7,36,8,2
2010-03-01,16049,TEATIME GEL PENS ASST,96.66,434,8,6
