order_id,order_date,month_start,customer_id,country,order_revenue_gbp,units_sold,distinct_products,line_count,is_identified_customer
516201,2010-07-19,2010-07-01,14543,United Kingdom,294.95,41,4,4,True
516224,2010-07-19,2010-07-01,15039,United Kingdom,596.34,208,37,38,True
516257,2010-07-19,2010-07-01,13705,United Kingdom,159.14,106,8,8,True
516260,2010-07-19,2010-07-01,16861,United Kingdom,137.4,52,3,3,True
516261,2010-07-19,2010-07-01,16467,United Kingdom,69.6,48,1,1,True
516262,2010-07-19,2010-07-01,15279,United Kingdom,316.63,107,18,18,True
516263,2010-07-19,2010-07-01,17841,United Kingdom,379.35,150,80,82,True
516264,2010-07-19,2010-07-01,13734,United Kingdom,419.89,86,11,11,True
516265,2010-07-19,2010-07-01,16782,United Kingdom,188.39,69,38,40,True
516266,2010-07-19,2010-07-01,15967,United Kingdom,245.49,95,38,40,True
516267,2010-07-19,2010-07-01,,United Kingdom,977.58,206,114,114,False
516268,2010-07-19,2010-07-01,17262,United Kingdom,169.5,50,1,1,True
516269,2010-07-19,2010-07-01,17404,Sweden,1518.96,2008,11,11,True
516270,2010-07-19,2010-07-01,14646,Netherlands,3678.86,2330,48,48,True
516271,2010-07-19,2010-07-01,14299,United Kingdom,153.29999999999998,14,2,2,True
516272,2010-07-19,2010-07-01,14307,United Kingdom,255.44,108,16,16,True
516273,2010-07-19,2010-07-01,14978,United Kingdom,200.42,24,13,13,True
516275,2010-07-19,2010-07-01,15788,United Kingdom,221.83,115,14,14,True
516287,2010-07-19,2010-07-01,13081,United Kingdom,1178.59,917,57,57,True
516292,2010-07-19,2010-07-01,13425,United Kingdom,942.86,685,47,47,True
516302,2010-07-19,2010-07-01,14062,United Kingdom,539.0,236,19,19,True
516303,2010-07-19,2010-07-01,14606,United Kingdom,140.89,60,30,30,True
516304,2010-07-19,2010-07-01,14025,United Kingdom,358.38,150,10,10,True
516305,2010-07-19,2010-07-01,14667,United Kingdom,256.22,90,24,24,True
516306,2010-07-19,2010-07-01,13178,United Kingdom,1105.5,590,50,50,True
516307,2010-07-19,2010-07-01,12431,Belgium,549.38,318,30,30,True
516308,2010-07-19,2010-07-01,12431,Belgium,90.0,6,1,1,True
516309,2010-07-19,2010-07-01,14426,United Kingdom,1199.36,764,66,66,True
516310,2010-07-19,2010-07-01,18036,United Kingdom,107.09,57,26,28,True
516311,2010-07-19,2010-07-01,16172,United Kingdom,324.14,316,23,23,True
516312,2010-07-19,2010-07-01,17850,United Kingdom,458.8,234,27,27,True
516313,2010-07-19,2010-07-01,14047,United Kingdom,428.38,270,26,26,True
516314,2010-07-19,2010-07-01,12826,United Kingdom,307.66,222,24,24,True
516315,2010-07-19,2010-07-01,13408,United Kingdom,372.12,236,9,9,True
516316,2010-07-19,2010-07-01,17460,United Kingdom,147.31,55,8,8,True
516319,2010-07-19,2010-07-01,17929,United Kingdom,199.0,20,1,1,True
516321,2010-07-19,2010-07-01,15661,United Kingdom,137.59999999999997,40,3,3,True
516322,2010-07-19,2010-07-01,17320,United Kingdom,490.82,231,33,33,True
516323,2010-07-19,2010-07-01,14441,United Kingdom,372.35,69,8,8,True
516324,2010-07-19,2010-07-01,17395,United Kingdom,97.5,66,3,3,True
516325,2010-07-19,2010-07-01,17651,United Kingdom,384.3,279,24,24,True
516326,2010-07-19,2010-07-01,17515,United Kingdom,175.44,98,24,24,True
516327,2010-07-19,2010-07-01,17589,United Kingdom,721.79,345,52,53,True
516328,2010-07-19,2010-07-01,17090,United Kingdom,372.96,156,15,15,True
516329,2010-07-19,2010-07-01,17090,United Kingdom,187.8,30,3,3,True
516330,2010-07-19,2010-07-01,12748,United Kingdom,51.5,14,8,9,True
516331,2010-07-19,2010-07-01,17470,United Kingdom,316.96,244,20,20,True
516332,2010-07-19,2010-07-01,17324,United Kingdom,236.1,78,3,3,True
516333,2010-07-19,2010-07-01,17188,United Kingdom,394.1,193,17,17,True
516335,2010-07-19,2010-07-01,12864,United Kingdom,152.45,231,4,4,True
516337,2010-07-20,2010-07-01,14626,United Kingdom,333.07,133,12,12,True
516338,2010-07-20,2010-07-01,13418,United Kingdom,299.52,420,20,20,True
516339,2010-07-20,2010-07-01,14110,United Kingdom,274.1,78,8,8,True
516340,2010-07-20,2010-07-01,14825,United Kingdom,309.48,195,16,16,True
516341,2010-07-20,2010-07-01,15854,United Kingdom,303.90000000000003,66,6,6,True
516342,2010-07-20,2010-07-01,17994,United Kingdom,107.36,52,19,19,True
516343,2010-07-20,2010-07-01,14922,United Kingdom,540.29,245,33,33,True
516344,2010-07-20,2010-07-01,13874,United Kingdom,168.5,86,6,6,True
516345,2010-07-20,2010-07-01,16631,United Kingdom,314.34000000000003,118,11,11,True
516346,2010-07-20,2010-07-01,13769,United Kingdom,322.42,138,12,12,True
516347,2010-07-20,2010-07-01,12843,United Kingdom,106.5,13,2,2,True
516348,2010-07-20,2010-07-01,12975,United Kingdom,295.18,82,12,12,True
516349,2010-07-20,2010-07-01,13995,United Kingdom,300.26,171,18,18,True
516350,2010-07-20,2010-07-01,14493,United Kingdom,259.69,131,11,11,True
516351,2010-07-20,2010-07-01,15394,United Kingdom,540.07,305,20,20,True
516367,2010-07-20,2010-07-01,12921,United Kingdom,382.32,248,10,10,True
516369,2010-07-20,2010-07-01,13831,United Kingdom,311.4,108,2,2,True
516371,2010-07-20,2010-07-01,15002,United Kingdom,486.4,264,39,40,True
516378,2010-07-20,2010-07-01,14855,United Kingdom,3078.21,1707,55,56,True
516379,2010-07-20,2010-07-01,14855,United Kingdom,35.4,36,2,2,True
516430,2010-07-20,2010-07-01,17511,United Kingdom,3970.13,2319,43,43,True
516431,2010-07-20,2010-07-01,14905,United Kingdom,303.5,162,11,11,True
516432,2010-07-20,2010-07-01,12755,Japan,617.5,358,11,11,True
516433,2010-07-20,2010-07-01,12748,United Kingdom,130.64,79,27,27,True
516434,2010-07-20,2010-07-01,18096,United Kingdom,142.81,57,30,30,True
516435,2010-07-20,2010-07-01,,United Kingdom,21.25,5,2,2,False
516436,2010-07-20,2010-07-01,16422,United Kingdom,314.1,122,4,4,True
516437,2010-07-20,2010-07-01,13481,United Kingdom,360.09000000000003,165,19,19,True
516438,2010-07-20,2010-07-01,13481,United Kingdom,59.2,14,4,4,True
516439,2010-07-20,2010-07-01,13509,United Kingdom,135.0,108,5,5,True
516446,2010-07-20,2010-07-01,13719,United Kingdom,138.3,50,8,8,True
516447,2010-07-20,2010-07-01,16129,United Kingdom,446.94,406,33,33,True
516449,2010-07-20,2010-07-01,16359,United Kingdom,128.1,58,5,5,True
516450,2010-07-20,2010-07-01,17091,United Kingdom,225.58,150,36,39,True
516451,2010-07-20,2010-07-01,15617,United Kingdom,205.15,95,11,11,True
516452,2010-07-20,2010-07-01,13154,United Kingdom,675.88,464,50,50,True
516453,2010-07-20,2010-07-01,12480,Germany,451.9,271,27,27,True
516454,2010-07-20,2010-07-01,14292,United Kingdom,750.0,312,13,13,True
516455,2010-07-20,2010-07-01,16168,United Kingdom,116.85,47,3,3,True
516456,2010-07-20,2010-07-01,14292,United Kingdom,15.3,6,1,1,True
516457,2010-07-20,2010-07-01,17552,United Kingdom,192.6,84,9,9,True
516458,2010-07-20,2010-07-01,17552,United Kingdom,17.0,4,1,1,True
516461,2010-07-20,2010-07-01,14797,United Kingdom,300.31,99,16,16,True
516463,2010-07-20,2010-07-01,15984,United Kingdom,174.64,156,21,21,True
516464,2010-07-20,2010-07-01,14911,EIRE,788.4,285,32,32,True
516465,2010-07-20,2010-07-01,13767,United Kingdom,357.16,148,10,10,True
516466,2010-07-20,2010-07-01,17578,United Kingdom,231.65,93,17,18,True
516467,2010-07-20,2010-07-01,,United Kingdom,17.45,3,3,3,False
516468,2010-07-20,2010-07-01,17578,United Kingdom,17.1,5,4,4,True
516469,2010-07-20,2010-07-01,17578,United Kingdom,22.9,8,4,4,True
516470,2010-07-20,2010-07-01,,United Kingdom,1597.18,384,187,188,False
516471,2010-07-20,2010-07-01,16150,United Kingdom,415.13,199,22,22,True
516475,2010-07-20,2010-07-01,14040,United Kingdom,517.74,203,45,46,True
516476,2010-07-20,2010-07-01,17584,United Kingdom,1119.34,228,17,17,True
516477,2010-07-20,2010-07-01,14535,United Kingdom,499.22,232,75,76,True
516478,2010-07-20,2010-07-01,17576,United Kingdom,151.82,72,18,18,True
516479,2010-07-20,2010-07-01,14061,United Kingdom,364.0,52,1,1,True
516480,2010-07-21,2010-07-01,16400,United Kingdom,231.8,124,4,4,True
516481,2010-07-21,2010-07-01,16945,United Kingdom,333.79,182,22,22,True
516482,2010-07-21,2010-07-01,13976,United Kingdom,301.56,118,16,16,True
516483,2010-07-21,2010-07-01,17080,United Kingdom,61.2,72,3,3,True
516484,2010-07-21,2010-07-01,14422,United Kingdom,334.28,170,19,19,True
516485,2010-07-21,2010-07-01,12720,Germany,824.49,669,57,57,True
516486,2010-07-21,2010-07-01,12720,Germany,108.0,6,1,1,True
516487,2010-07-21,2010-07-01,17865,United Kingdom,224.28,132,6,6,True
516488,2010-07-21,2010-07-01,17865,United Kingdom,1153.14,614,52,52,True
516489,2010-07-21,2010-07-01,13952,United Kingdom,765.0,530,30,30,True
516490,2010-07-21,2010-07-01,13913,United Kingdom,42.22,10,3,3,True
516493,2010-07-21,2010-07-01,18061,United Kingdom,176.27999999999997,108,4,4,True
516494,2010-07-21,2010-07-01,13048,United Kingdom,944.69,593,49,49,True
516534,2010-07-21,2010-07-01,,United Kingdom,23.05,7,4,4,False
516535,2010-07-21,2010-07-01,16883,United Kingdom,134.7,32,16,16,True
516536,2010-07-21,2010-07-01,16422,United Kingdom,669.12,1504,7,7,True
516537,2010-07-21,2010-07-01,13795,United Kingdom,209.85,295,8,8,True
516538,2010-07-21,2010-07-01,16180,United Kingdom,1230.75,736,24,24,True
516541,2010-07-21,2010-07-01,15290,United Kingdom,291.1,210,10,10,True
516548,2010-07-21,2010-07-01,,United Kingdom,1751.6,377,165,166,False
516551,2010-07-21,2010-07-01,17696,United Kingdom,297.43,345,13,13,True
516561,2010-07-21,2010-07-01,12989,United Kingdom,360.0,288,1,1,True
516564,2010-07-21,2010-07-01,14692,United Kingdom,112.75,53,5,5,True
516566,2010-07-21,2010-07-01,12417,Belgium,184.55,186,11,11,True
516567,2010-07-21,2010-07-01,16529,United Kingdom,431.72,178,30,30,True
516568,2010-07-21,2010-07-01,12474,Germany,274.12,219,15,15,True
516569,2010-07-21,2010-07-01,13093,United Kingdom,1143.26,581,29,29,True
516570,2010-07-21,2010-07-01,,United Kingdom,21.4,10,7,7,False
516572,2010-07-21,2010-07-01,,United Kingdom,2.95,1,1,1,False
516573,2010-07-21,2010-07-01,,United Kingdom,9.6,4,4,4,False
516579,2010-07-21,2010-07-01,16416,United Kingdom,106.02,126,5,5,True
516583,2010-07-21,2010-07-01,16416,United Kingdom,222.75,143,17,17,True
516586,2010-07-21,2010-07-01,13102,United Kingdom,326.6,119,10,10,True
516588,2010-07-21,2010-07-01,17663,United Kingdom,160.75,49,8,8,True
516590,2010-07-21,2010-07-01,15005,United Kingdom,277.89,169,47,47,True
516591,2010-07-21,2010-07-01,12872,United Kingdom,276.34000000000003,169,25,25,True
516592,2010-07-21,2010-07-01,17961,United Kingdom,18.55,5,3,3,True
516593,2010-07-21,2010-07-01,17469,United Kingdom,297.3,114,14,14,True
516595,2010-07-21,2010-07-01,17757,United Kingdom,105.8,43,21,21,True
516601,2010-07-21,2010-07-01,16029,United Kingdom,965.68,352,5,5,True
516607,2010-07-21,2010-07-01,13444,United Kingdom,135.29,105,13,13,True
516608,2010-07-21,2010-07-01,17961,United Kingdom,30.8,25,13,13,True
516609,2010-07-21,2010-07-01,17338,United Kingdom,575.3100000000001,326,75,82,True
516610,2010-07-21,2010-07-01,13615,United Kingdom,1748.57,772,91,91,True
516611,2010-07-21,2010-07-01,18226,United Kingdom,368.72,484,20,20,True
516613,2010-07-21,2010-07-01,13426,United Kingdom,420.8,150,12,12,True
516615,2010-07-21,2010-07-01,14031,United Kingdom,1180.34,456,33,35,True
516616,2010-07-21,2010-07-01,13266,United Kingdom,475.54,657,23,23,True
516617,2010-07-21,2010-07-01,16458,United Kingdom,135.6,64,5,5,True
516618,2010-07-21,2010-07-01,12835,United Kingdom,163.16,139,18,18,True
516621,2010-07-21,2010-07-01,,United Kingdom,41.7,6,1,1,False
516622,2010-07-21,2010-07-01,,United Kingdom,2.5,2,2,2,False
516623,2010-07-21,2010-07-01,15043,United Kingdom,310.84,133,9,10,True
516624,2010-07-21,2010-07-01,,United Kingdom,15.65,5,3,3,False
516625,2010-07-21,2010-07-01,,United Kingdom,1356.13,207,116,117,False
516626,2010-07-22,2010-07-01,13402,United Kingdom,315.02,214,19,19,True
516627,2010-07-22,2010-07-01,14465,United Kingdom,175.8,132,5,5,True
516628,2010-07-22,2010-07-01,13089,United Kingdom,438.2,260,7,7,True
516629,2010-07-22,2010-07-01,16736,United Kingdom,832.28,292,37,37,True
516630,2010-07-22,2010-07-01,12990,United Kingdom,156.0,80,4,4,True
516631,2010-07-22,2010-07-01,13399,United Kingdom,78.0,40,4,4,True
516632,2010-07-22,2010-07-01,18074,United Kingdom,529.84,171,30,30,True
516633,2010-07-22,2010-07-01,13487,United Kingdom,167.52,72,9,9,True
516634,2010-07-22,2010-07-01,16168,United Kingdom,226.75,71,8,8,True
516635,2010-07-22,2010-07-01,14858,United Kingdom,180.75,105,11,11,True
516648,2010-07-22,2010-07-01,13564,United Kingdom,2.5,2,1,1,True
516663,2010-07-22,2010-07-01,17090,United Kingdom,51.0,12,1,1,True
516686,2010-07-22,2010-07-01,16975,United Kingdom,315.0,168,13,13,True
516696,2010-07-22,2010-07-01,13564,United Kingdom,733.14,343,52,52,True
516697,2010-07-22,2010-07-01,,United Kingdom,174.85,27,16,16,False
516698,2010-07-22,2010-07-01,,United Kingdom,372.07,44,26,26,False
516699,2010-07-22,2010-07-01,,United Kingdom,2.98,1,1,1,False
516700,2010-07-22,2010-07-01,,United Kingdom,406.67,39,26,26,False
516705,2010-07-22,2010-07-01,,United Kingdom,239.67,27,23,23,False
516706,2010-07-22,2010-07-01,,United Kingdom,263.1,42,23,23,False
516707,2010-07-22,2010-07-01,,United Kingdom,390.75,40,28,28,False
516708,2010-07-22,2010-07-01,,United Kingdom,294.26,44,21,21,False
516709,2010-07-22,2010-07-01,,United Kingdom,225.94,44,21,21,False
516710,2010-07-22,2010-07-01,13269,United Kingdom,176.1,94,9,9,True
516711,2010-07-22,2010-07-01,13527,United Kingdom,483.92,176,43,44,True
516713,2010-07-22,2010-07-01,,United Kingdom,224.7,28,24,24,False
516714,2010-07-22,2010-07-01,,United Kingdom,425.15,52,29,29,False
516715,2010-07-22,2010-07-01,13740,United Kingdom,309.14,86,15,15,True
516716,2010-07-22,2010-07-01,13213,United Kingdom,319.40000000000003,200,17,17,True
516717,2010-07-22,2010-07-01,,United Kingdom,33.96,2,1,1,False
516718,2010-07-22,2010-07-01,14527,United Kingdom,127.7,35,15,15,True
516719,2010-07-22,2010-07-01,,United Kingdom,314.42,34,28,28,False
516720,2010-07-22,2010-07-01,,United Kingdom,321.25,35,24,24,False
516721,2010-07-22,2010-07-01,,United Kingdom,268.52,43,24,24,False
516725,2010-07-22,2010-07-01,16814,United Kingdom,310.49,125,21,21,True
516726,2010-07-22,2010-07-01,17643,United Kingdom,338.15000000000003,155,23,23,True
516727,2010-07-22,2010-07-01,16161,United Kingdom,120.15,67,10,10,True
516728,2010-07-22,2010-07-01,12724,France,402.16,476,23,23,True
516729,2010-07-22,2010-07-01,14064,United Kingdom,104.73,196,7,7,True
516730,2010-07-22,2010-07-01,17068,United Kingdom,165.53,89,33,35,True
516731,2010-07-22,2010-07-01,16555,United Kingdom,270.6,132,3,3,True
516732,2010-07-22,2010-07-01,16555,United Kingdom,416.95,165,10,10,True
516733,2010-07-22,2010-07-01,16555,United Kingdom,479.7000000000001,774,21,21,True
516734,2010-07-22,2010-07-01,16555,United Kingdom,462.54,570,15,15,True
516735,2010-07-22,2010-07-01,12421,Spain,77.8,29,4,4,True
516736,2010-07-22,2010-07-01,14461,United Kingdom,395.56,143,35,35,True
516737,2010-07-22,2010-07-01,16165,United Kingdom,79.9,2,1,1,True
516738,2010-07-22,2010-07-01,15611,United Kingdom,102.0,12,1,1,True
516739,2010-07-22,2010-07-01,17700,United Kingdom,448.22,178,25,25,True
516740,2010-07-22,2010-07-01,15694,United Kingdom,327.6,40,2,2,True
516741,2010-07-22,2010-07-01,17918,United Kingdom,125.93,115,30,30,True
516742,2010-07-22,2010-07-01,12908,United Kingdom,318.0,600,1,1,True
516743,2010-07-22,2010-07-01,14735,United Kingdom,244.8,96,1,1,True
516744,2010-07-22,2010-07-01,14236,United Kingdom,301.73,251,17,17,True
516746,2010-07-22,2010-07-01,17177,United Kingdom,119.5,40,29,29,True
516747,2010-07-22,2010-07-01,14732,United Kingdom,172.73000000000002,43,8,8,True
516748,2010-07-22,2010-07-01,,United Kingdom,1222.22,272,118,118,False
516749,2010-07-22,2010-07-01,14099,United Kingdom,361.93,214,28,28,True
516750,2010-07-22,2010-07-01,13468,United Kingdom,220.73,87,12,12,True
516751,2010-07-22,2010-07-01,13788,United Kingdom,3.75,1,1,1,True
516752,2010-07-22,2010-07-01,13031,United Kingdom,560.74,313,82,84,True
516753,2010-07-22,2010-07-01,18026,United Kingdom,745.42,285,11,12,True
516757,2010-07-22,2010-07-01,14646,Netherlands,68.8,21,11,11,True
516758,2010-07-22,2010-07-01,14861,United Kingdom,159.02,109,12,12,True
516760,2010-07-22,2010-07-01,12877,United Kingdom,73.06,78,6,6,True
516761,2010-07-22,2010-07-01,13777,United Kingdom,456.24,144,5,5,True
516767,2010-07-22,2010-07-01,13433,United Kingdom,232.58,64,11,11,True
516768,2010-07-22,2010-07-01,16588,United Kingdom,606.25,463,34,34,True
516769,2010-07-22,2010-07-01,13371,United Kingdom,1108.65,425,28,28,True
516770,2010-07-22,2010-07-01,16549,United Kingdom,106.79,51,41,41,True
516772,2010-07-22,2010-07-01,,United Kingdom,8.4,4,2,2,False
516773,2010-07-22,2010-07-01,17092,United Kingdom,827.65,628,60,63,True
516774,2010-07-22,2010-07-01,13969,United Kingdom,152.15,78,22,23,True
516775,2010-07-22,2010-07-01,15061,United Kingdom,3787.06,2823,26,26,True
516776,2010-07-22,2010-07-01,14166,United Kingdom,141.15,42,23,23,True
516777,2010-07-22,2010-07-01,14702,United Kingdom,136.23,67,23,24,True
516778,2010-07-22,2010-07-01,17602,United Kingdom,330.31,291,57,58,True
516779,2010-07-22,2010-07-01,17021,United Kingdom,139.05,126,9,9,True
516780,2010-07-23,2010-07-01,14615,United Kingdom,20.4,8,1,1,True
516781,2010-07-23,2010-07-01,18102,United Kingdom,8328.31,2916,14,14,True
516782,2010-07-23,2010-07-01,,United Kingdom,7.63,5,4,4,False
516783,2010-07-23,2010-07-01,12595,Germany,299.02,271,19,19,True
516785,2010-07-23,2010-07-01,12755,Japan,617.5,358,11,11,True
516786,2010-07-23,2010-07-01,15769,United Kingdom,1155.0,700,4,4,True
516787,2010-07-23,2010-07-01,12820,United Kingdom,207.33,185,12,12,True
516788,2010-07-23,2010-07-01,16843,United Kingdom,799.8599999999999,686,19,19,True
516789,2010-07-23,2010-07-01,15623,United Kingdom,283.18,82,13,13,True
516790,2010-07-23,2010-07-01,17963,United Kingdom,140.07,46,18,18,True
516814,2010-07-23,2010-07-01,14606,United Kingdom,147.06,77,30,31,True
516837,2010-07-23,2010-07-01,16722,United Kingdom,301.0,355,17,17,True
516839,2010-07-23,2010-07-01,12647,Germany,566.95,251,29,29,True
516840,2010-07-23,2010-07-01,17949,United Kingdom,1151.28,576,2,2,True
516841,2010-07-23,2010-07-01,13534,United Kingdom,191.86,70,10,10,True
516842,2010-07-23,2010-07-01,16092,United Kingdom,296.66,206,12,12,True
516843,2010-07-23,2010-07-01,15867,United Kingdom,220.83,304,36,36,True
516847,2010-07-23,2010-07-01,,United Kingdom,4.75,5,1,1,False
516851,2010-07-23,2010-07-01,15674,United Kingdom,305.72,172,19,19,True
516856,2010-07-23,2010-07-01,,United Kingdom,19.2,16,7,7,False
516857,2010-07-23,2010-07-01,14344,United Kingdom,57.3,30,3,3,True
516868,2010-07-23,2010-07-01,13089,United Kingdom,447.4,116,17,17,True
516869,2010-07-23,2010-07-01,17908,United Kingdom,147.44,101,31,31,True
516870,2010-07-23,2010-07-01,14085,United Kingdom,333.67,489,31,33,True
516871,2010-07-23,2010-07-01,16918,United Kingdom,150.46,108,23,25,True
516872,2010-07-23,2010-07-01,13874,United Kingdom,399.22,158,13,13,True
516873,2010-07-23,2010-07-01,13113,United Kingdom,567.75,77,9,9,True
516874,2010-07-23,2010-07-01,16203,United Kingdom,282.13,235,17,17,True
516875,2010-07-23,2010-07-01,13665,United Kingdom,632.81,671,44,44,True
516876,2010-07-23,2010-07-01,12935,United Kingdom,347.3,224,20,20,True
516877,2010-07-23,2010-07-01,17364,United Kingdom,474.9,313,31,31,True
516878,2010-07-23,2010-07-01,17364,United Kingdom,60.3,18,3,3,True
516879,2010-07-23,2010-07-01,16699,United Kingdom,107.97,142,11,12,True
516880,2010-07-23,2010-07-01,15862,United Kingdom,296.43,139,50,55,True
516884,2010-07-23,2010-07-01,15311,United Kingdom,1472.36,699,44,44,True
516885,2010-07-23,2010-07-01,12615,France,1212.0,668,53,53,True
516886,2010-07-23,2010-07-01,16125,United Kingdom,169.46,86,10,10,True
516887,2010-07-23,2010-07-01,15808,United Kingdom,367.52,276,20,20,True
516888,2010-07-23,2010-07-01,,United Kingdom,96.0,48,1,1,False
516889,2010-07-23,2010-07-01,,United Kingdom,10.0,1,1,1,False
516890,2010-07-23,2010-07-01,13900,United Kingdom,322.42,160,23,23,True
516891,2010-07-23,2010-07-01,14312,United Kingdom,785.33,643,55,55,True
516892,2010-07-23,2010-07-01,,United Kingdom,1581.09,418,121,121,False
516893,2010-07-23,2010-07-01,,United Kingdom,214.61,27,22,22,False
516895,2010-07-23,2010-07-01,,United Kingdom,10.2,4,2,2,False
516896,2010-07-23,2010-07-01,18132,United Kingdom,220.13,212,60,62,True
516899,2010-07-23,2010-07-01,,United Kingdom,8.77,8,8,8,False
516900,2010-07-23,2010-07-01,,United Kingdom,27.39,11,6,6,False
516901,2010-07-25,2010-07-01,15738,United Kingdom,303.5,164,9,9,True
516902,2010-07-25,2010-07-01,15521,United Kingdom,688.66,316,34,34,True
516903,2010-07-25,2010-07-01,12971,United Kingdom,115.3,74,4,4,True
516904,2010-07-25,2010-07-01,18244,United Kingdom,302.8,668,3,3,True
516905,2010-07-25,2010-07-01,12523,France,132.28,76,8,8,True
516906,2010-07-25,2010-07-01,16539,United Kingdom,303.0,106,15,15,True
516907,2010-07-25,2010-07-01,15527,United Kingdom,198.15,98,12,12,True
516908,2010-07-25,2010-07-01,16326,United Kingdom,183.68,28,13,13,True
516909,2010-07-25,2010-07-01,12748,United Kingdom,95.0,1,1,1,True
516910,2010-07-25,2010-07-01,15046,United Kingdom,298.4,230,12,12,True
516911,2010-07-25,2010-07-01,14156,EIRE,5.8,4,1,1,True
516913,2010-07-25,2010-07-01,13875,United Kingdom,471.36,94,14,14,True
516914,2010-07-25,2010-07-01,17112,United Kingdom,197.57,130,44,47,True
516915,2010-07-25,2010-07-01,13093,United Kingdom,684.73,596,19,19,True
516916,2010-07-25,2010-07-01,13082,United Kingdom,335.40000000000003,516,1,1,True
516917,2010-07-25,2010-07-01,17343,United Kingdom,102.3,47,7,7,True
516918,2010-07-25,2010-07-01,16075,United Kingdom,267.23,125,16,16,True
516919,2010-07-25,2010-07-01,17096,United Kingdom,503.2,304,22,22,True
516920,2010-07-25,2010-07-01,14092,United Kingdom,344.78,230,19,19,True
516921,2010-07-25,2010-07-01,12866,Belgium,342.83,161,20,20,True
516922,2010-07-25,2010-07-01,15727,United Kingdom,979.46,856,109,116,True
516923,2010-07-25,2010-07-01,16032,United Kingdom,451.47,350,46,47,True
516924,2010-07-25,2010-07-01,16400,United Kingdom,328.2,229,28,30,True
516925,2010-07-25,2010-07-01,15946,United Kingdom,1079.56,996,14,14,True
516926,2010-07-25,2010-07-01,15946,United Kingdom,69.6,48,1,1,True
516927,2010-07-25,2010-07-01,12841,United Kingdom,204.04,154,19,19,True
516928,2010-07-25,2010-07-01,15431,United Kingdom,153.24,84,2,2,True
516929,2010-07-25,2010-07-01,13761,United Kingdom,171.82,77,13,13,True
516930,2010-07-25,2010-07-01,13761,United Kingdom,120.3,58,8,8,True
516931,2010-07-25,2010-07-01,15426,United Kingdom,158.45,97,31,31,True
516932,2010-07-25,2010-07-01,18064,United Kingdom,379.26,390,16,16,True
516933,2010-07-25,2010-07-01,17969,United Kingdom,115.68,120,3,3,True
516935,2010-07-25,2010-07-01,12410,Switzerland,320.38,130,14,14,True
516936,2010-07-25,2010-07-01,13239,United Kingdom,279.73,123,16,16,True
516937,2010-07-25,2010-07-01,16155,United Kingdom,169.4,138,11,11,True
516938,2010-07-25,2010-07-01,15601,United Kingdom,424.66,240,23,23,True
516939,2010-07-25,2010-07-01,13250,United Kingdom,133.09,75,17,17,True
516940,2010-07-25,2010-07-01,17858,United Kingdom,219.82,111,15,15,True
516941,2010-07-25,2010-07-01,15898,United Kingdom,109.9,72,19,21,True
516942,2010-07-25,2010-07-01,13201,United Kingdom,120.4,128,7,7,True
516943,2010-07-25,2010-07-01,12889,United Kingdom,99.41,57,8,8,True
516944,2010-07-25,2010-07-01,15260,United Kingdom,720.29,375,43,43,True
516945,2010-07-25,2010-07-01,15704,United Kingdom,599.87,220,33,34,True
516946,2010-07-25,2010-07-01,13767,United Kingdom,330.90000000000003,102,10,10,True
516948,2010-07-25,2010-07-01,14551,United Kingdom,30.0,24,1,1,True
516949,2010-07-25,2010-07-01,16556,United Kingdom,513.6,173,18,18,True
516950,2010-07-25,2010-07-01,13276,United Kingdom,211.4,139,36,36,True
516951,2010-07-25,2010-07-01,17677,United Kingdom,784.85,490,22,22,True
516953,2010-07-25,2010-07-01,12788,Netherlands,49.2,17,3,3,True
516954,2010-07-25,2010-07-01,13137,United Kingdom,831.25,502,158,163,True
516955,2010-07-25,2010-07-01,16894,United Kingdom,17.0,2,1,1,True
516956,2010-07-25,2010-07-01,13148,United Kingdom,470.7,499,81,83,True
516957,2010-07-25,2010-07-01,13148,United Kingdom,25.29,20,9,9,True
516959,2010-07-25,2010-07-01,13451,United Kingdom,682.41,467,95,99,True
516960,2010-07-26,2010-07-01,12949,United Kingdom,1389.12,850,58,58,True
516961,2010-07-26,2010-07-01,15378,United Kingdom,110.0,60,6,6,True
516962,2010-07-26,2010-07-01,12476,Germany,1231.74,628,68,68,True
516963,2010-07-26,2010-07-01,13001,United Kingdom,870.42,650,38,38,True
516964,2010-07-26,2010-07-01,16210,United Kingdom,1434.7,702,12,12,True
516966,2010-07-26,2010-07-01,,United Kingdom,12.7,2,2,2,False
516967,2010-07-26,2010-07-01,12813,Netherlands,622.0,413,24,24,True
516968,2010-07-26,2010-07-01,15080,United Kingdom,361.35,173,20,20,True
516969,2010-07-26,2010-07-01,17494,United Kingdom,54.7,26,3,3,True
516970,2010-07-26,2010-07-01,18231,United Kingdom,109.2,120,6,6,True
516973,2010-07-26,2010-07-01,15093,United Kingdom,505.26,186,5,5,True
516975,2010-07-26,2010-07-01,14000,United Kingdom,305.32,292,9,9,True
516976,2010-07-26,2010-07-01,16133,United Kingdom,359.04,240,3,3,True
516977,2010-07-26,2010-07-01,,United Kingdom,347.21,36,24,24,False
516978,2010-07-26,2010-07-01,,United Kingdom,209.87,28,19,19,False
516985,2010-07-26,2010-07-01,,United Kingdom,76.08,14,12,12,False
516990,2010-07-26,2010-07-01,,United Kingdom,351.0,61,31,31,False
