customer_id,primary_country,first_purchase,last_purchase,orders,customer_revenue_gbp,units,distinct_products,average_order_value_gbp,active_span_days,is_repeat_customer
13903,United Kingdom,2010-11-04 17:44:00,2010-11-04 17:44:00,1,165.45000000000002,103,10,165.45000000000002,0,False
13904,United Kingdom,2011-02-18 11:18:00,2011-11-02 13:41:00,2,332.64,332,24,166.32,257,True
13905,United Kingdom,2009-12-07 11:41:00,2009-12-07 11:41:00,1,312.65,135,12,312.65,0,False
13906,United Kingdom,2010-10-26 15:00:00,2010-10-26 15:00:00,1,42.0,100,1,42.0,0,False
13907,United Kingdom,2010-01-17 12:22:00,2010-01-17 12:22:00,1,136.8,68,4,136.8,0,False
13908,United Kingdom,2011-03-08 12:04:00,2011-09-21 11:49:00,4,2369.55,1478,104,592.3875,197,True
13909,United Kingdom,2010-07-06 16:52:00,2010-10-12 17:22:00,2,282.85,301,35,141.425,98,True
13911,United Kingdom,2010-03-01 16:31:00,2011-10-13 15:43:00,20,4234.99,4487,178,211.74949999999998,591,True
13912,United Kingdom,2010-10-12 08:43:00,2010-10-12 08:43:00,1,124.95,29,7,124.95,0,False
13913,United Kingdom,2010-07-21 10:11:00,2010-07-21 10:11:00,1,42.22,10,3,42.22,0,False
13914,United Kingdom,2011-11-03 16:28:00,2011-11-28 10:35:00,2,626.45,380,28,313.225,25,True
13915,United Kingdom,2010-11-10 15:17:00,2010-11-10 15:17:00,1,70.80000000000001,24,2,70.80000000000001,0,False
13916,United Kingdom,2010-02-02 10:06:00,2010-09-02 10:04:00,4,1275.81,673,72,318.9525,212,True
13917,United Kingdom,2011-06-01 12:46:00,2011-10-21 09:56:00,2,272.04,228,16,136.02,142,True
13918,United Kingdom,2011-03-31 18:05:00,2011-10-21 12:25:00,2,1212.8400000000001,1140,30,606.4200000000001,204,True
13919,Denmark,2010-06-17 09:30:00,2011-10-11 14:24:00,4,1360.68,1133,65,340.17,481,True
13920,United Kingdom,2010-05-26 15:48:00,2010-10-04 12:37:00,4,1774.68,1772,81,443.67,131,True
13921,United Kingdom,2009-12-18 12:19:00,2010-11-02 16:32:00,4,730.7,210,36,182.675,319,True
13922,United Kingdom,2010-08-29 14:36:00,2010-12-23 10:38:00,3,865.2,467,30,288.40000000000003,116,True
13923,United Kingdom,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13,185,20,351.13,0,False
13924,United Kingdom,2011-09-28 15:07:00,2011-12-08 09:39:00,6,1838.8500000000001,1575,90,306.475,71,True
13925,United Kingdom,2011-07-28 12:09:00,2011-09-08 12:47:00,4,678.25,331,28,169.5625,42,True
13926,United Kingdom,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85000000000002,104,11,223.85000000000002,0,False
13927,United Kingdom,2010-09-28 16:12:00,2011-09-26 12:00:00,2,708.26,463,37,354.13,363,True
13928,United Kingdom,2011-07-29 15:59:00,2011-11-29 10:33:00,4,464.57,129,23,116.1425,123,True
13929,United Kingdom,2010-01-14 07:25:00,2011-06-23 15:26:00,11,3494.1,1566,38,317.6454545454545,525,True
13930,United Kingdom,2011-07-26 11:00:00,2011-10-13 09:45:00,2,337.34,274,15,168.67,79,True
13931,United Kingdom,2009-12-03 10:26:00,2011-09-05 10:12:00,11,5257.38,3488,205,477.94363636363636,641,True
13932,United Kingdom,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,72,16,307.4,0,False
13933,United Kingdom,2011-07-14 13:35:00,2011-08-22 14:03:00,2,608.7900000000001,205,23,304.39500000000004,39,True
13934,United Kingdom,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,390,31,922.1,0,False
13935,United Kingdom,2010-02-25 16:01:00,2010-04-22 11:21:00,3,6116.92,2252,67,2038.9733333333334,56,True
13936,United Kingdom,2010-10-21 14:21:00,2011-06-13 08:47:00,3,939.66,661,56,313.21999999999997,235,True
13937,United Kingdom,2010-11-02 12:37:00,2011-06-23 16:35:00,2,880.13,587,54,440.065,233,True
13938,United Kingdom,2011-11-04 14:37:00,2011-11-04 14:37:00,1,71.66,70,7,71.66,0,False
13939,United Kingdom,2010-04-06 12:43:00,2011-11-16 13:33:00,7,1560.96,1608,91,222.99428571428572,589,True
13940,United Kingdom,2011-07-18 16:05:00,2011-11-22 15:15:00,4,839.14,516,39,209.785,127,True
13941,United Kingdom,2009-12-16 16:10:00,2011-11-18 09:43:00,15,10027.18,4782,42,668.4786666666666,702,True
13942,United Kingdom,2010-06-23 12:35:00,2010-06-23 12:35:00,1,320.0,1000,1,320.0,0,False
13943,United Kingdom,2010-05-11 11:30:00,2010-05-11 11:30:00,1,246.54,94,15,246.54,0,False
13944,United Kingdom,2010-02-24 15:02:00,2010-02-24 15:02:00,1,200.43,153,35,200.43,0,False
13945,United Kingdom,2010-08-17 09:59:00,2010-11-10 10:00:00,2,854.15,413,49,427.075,85,True
13946,United Kingdom,2009-12-04 11:07:00,2011-09-21 13:33:00,6,1876.23,2847,49,312.705,656,True
13947,United Kingdom,2011-10-05 14:42:00,2011-10-05 14:42:00,1,90.6,44,5,90.6,0,False
13948,United Kingdom,2009-12-04 12:14:00,2010-12-14 10:18:00,4,548.76,248,23,137.19,375,True
13949,United Kingdom,2011-09-06 11:55:00,2011-12-07 09:35:00,6,2427.32,2474,124,404.55333333333334,92,True
13950,United Kingdom,2011-04-07 11:29:00,2011-11-28 14:44:00,4,745.06,323,33,186.265,235,True
13951,United Kingdom,2011-02-18 15:21:00,2011-06-16 16:43:00,3,674.45,459,38,224.8166666666667,118,True
13952,United Kingdom,2009-12-16 09:41:00,2011-05-06 09:00:00,14,12823.521,5947,238,915.9657857142857,506,True
13953,United Kingdom,2009-12-11 12:58:00,2011-12-02 16:04:00,12,6640.68,5224,8,553.39,721,True
13954,United Kingdom,2011-09-30 10:52:00,2011-12-08 12:50:00,2,439.92,150,24,219.96,69,True
13955,United Kingdom,2010-11-29 17:35:00,2011-07-08 17:19:00,3,544.0699999999999,272,82,181.35666666666665,221,True
13956,United Kingdom,2011-03-13 12:51:00,2011-12-04 13:20:00,5,1019.27,486,123,203.85399999999998,266,True
13957,United Kingdom,2010-02-19 10:32:00,2010-10-18 10:02:00,3,458.25,157,21,152.75,241,True
13958,United Kingdom,2009-12-05 13:12:00,2010-11-25 10:11:00,8,4709.2300000000005,2264,172,588.6537500000001,355,True
13959,United Kingdom,2010-07-16 15:11:00,2011-09-21 15:06:00,6,1064.77,694,120,177.46166666666667,432,True
13960,United Kingdom,2011-09-29 12:39:00,2011-11-18 15:27:00,2,230.22,142,11,115.11,50,True
13961,United Kingdom,2010-11-12 14:40:00,2010-11-12 14:40:00,1,538.4,226,19,538.4,0,False
13962,United Kingdom,2010-09-30 10:35:00,2011-11-18 08:47:00,3,362.8,160,23,120.93333333333334,414,True
13963,United Kingdom,2010-04-21 16:20:00,2011-02-04 14:43:00,17,2860.57,2007,129,168.26882352941178,289,True
13964,United Kingdom,2010-10-05 12:38:00,2010-11-17 13:53:00,2,438.9,228,22,219.45,43,True
13965,United Kingdom,2010-01-05 15:21:00,2010-08-20 10:40:00,3,996.61,425,23,332.2033333333333,227,True
13966,United Kingdom,2010-09-30 13:08:00,2010-09-30 13:08:00,1,384.26,760,21,384.26,0,False
13967,United Kingdom,2010-11-08 13:24:00,2011-07-17 12:02:00,2,166.3,66,4,83.15,251,True
13968,United Kingdom,2010-10-12 13:22:00,2010-10-12 13:22:00,1,123.66,174,8,123.66,0,False
13969,United Kingdom,2010-03-25 13:15:00,2011-12-02 15:11:00,35,12973.460000000001,6640,472,370.67028571428574,617,True
13970,United Kingdom,2010-09-28 11:53:00,2010-11-18 13:21:00,2,846.55,469,10,423.275,51,True
13971,United Kingdom,2010-01-26 09:51:00,2011-11-21 12:06:00,14,4667.57,3084,184,333.3978571428571,664,True
13972,United Kingdom,2011-05-22 11:34:00,2011-09-30 11:54:00,2,190.25,187,15,95.125,131,True
13973,United Kingdom,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,109,11,264.7,0,False
13974,United Kingdom,2010-05-06 17:55:00,2011-10-21 14:41:00,2,677.72,356,43,338.86,533,True
13975,United Kingdom,2010-02-02 13:13:00,2011-11-08 13:19:00,12,5256.4,3884,434,438.0333333333333,644,True
13976,United Kingdom,2010-02-09 13:08:00,2011-05-17 09:13:00,4,1192.36,452,49,298.09,462,True
13977,United Kingdom,2010-10-24 14:08:00,2010-10-24 14:08:00,1,519.8100000000001,303,13,519.8100000000001,0,False
13978,United Kingdom,2011-10-25 15:04:00,2011-11-25 11:36:00,2,196.79000000000002,315,14,98.39500000000001,31,True
13979,United Kingdom,2009-12-03 10:02:00,2011-09-27 13:32:00,7,3379.93,2270,356,482.84714285714284,663,True
13980,United Kingdom,2010-02-21 14:18:00,2011-10-10 13:34:00,5,768.82,463,57,153.764,596,True
13981,United Kingdom,2010-10-20 10:03:00,2010-10-20 10:03:00,1,331.14,234,22,331.14,0,False
13982,United Kingdom,2010-01-20 14:04:00,2011-10-31 16:24:00,9,3954.29,2478,123,439.36555555555555,649,True
13983,United Kingdom,2009-12-09 13:53:00,2011-11-10 11:06:00,21,6753.89,3925,238,321.61380952380955,701,True
13984,United Kingdom,2009-12-07 11:51:00,2011-11-13 12:38:00,12,1893.8,1301,53,157.81666666666666,706,True
13985,United Kingdom,2010-02-09 13:56:00,2011-12-05 17:06:00,22,10020.86,4936,149,455.49363636363637,664,True
13986,United Kingdom,2011-11-22 15:00:00,2011-11-22 15:00:00,1,320.46,430,12,320.46,0,False
13987,United Kingdom,2010-11-04 09:54:00,2010-11-25 10:20:00,2,682.54,492,46,341.27,21,True
13988,United Kingdom,2010-03-24 11:05:00,2011-11-20 10:15:00,8,4757.8,3385,218,594.725,606,True
13989,United Kingdom,2010-05-25 12:13:00,2011-10-05 09:47:00,5,2026.06,2207,61,405.212,498,True
13990,United Kingdom,2011-05-10 15:19:00,2011-05-10 15:19:00,1,311.3,190,16,311.3,0,False
13991,United Kingdom,2011-07-19 12:58:00,2011-11-27 16:18:00,6,852.88,995,58,142.14666666666668,131,True
13992,United Kingdom,2010-09-02 17:04:00,2011-11-09 15:23:00,3,219.5,154,10,73.16666666666667,433,True
13993,United Kingdom,2009-12-03 11:57:00,2011-10-28 09:06:00,19,6775.71,2135,110,356.6163157894737,694,True
13994,United Kingdom,2011-07-14 18:28:00,2011-12-06 11:05:00,6,2274.14,932,122,379.0233333333333,145,True
13995,United Kingdom,2009-12-18 12:43:00,2011-11-24 14:22:00,14,3902.01,2359,146,278.71500000000003,706,True
13996,United Kingdom,2010-11-05 15:07:00,2010-11-18 16:27:00,2,895.76,613,29,447.88,13,True
13997,United Kingdom,2010-06-07 17:33:00,2010-07-08 18:06:00,3,376.46,143,36,125.48666666666666,31,True
13998,United Kingdom,2010-05-12 13:18:00,2010-09-19 10:20:00,3,566.7,204,30,188.9,130,True
13999,United Kingdom,2009-12-05 12:42:00,2011-11-29 13:40:00,29,9502.26,5043,174,327.6641379310345,724,True
14000,United Kingdom,2009-12-02 09:50:00,2011-05-12 16:50:00,5,2046.3400000000001,1838,28,409.26800000000003,526,True
14001,United Kingdom,2010-08-03 12:49:00,2011-10-25 10:31:00,9,4228.85,1779,60,469.87222222222226,448,True
14002,United Kingdom,2011-07-06 14:59:00,2011-07-28 15:55:00,2,529.73,877,47,264.865,22,True
14003,United Kingdom,2009-12-07 08:53:00,2009-12-07 08:53:00,1,209.41,149,16,209.41,0,False
14004,United Kingdom,2010-09-30 09:39:00,2011-10-27 14:40:00,11,6258.45,3425,127,568.9499999999999,392,True
14005,United Kingdom,2011-05-08 10:33:00,2011-11-30 12:41:00,5,2874.72,2478,53,574.944,206,True
14006,United Kingdom,2010-02-25 09:45:00,2011-08-16 09:39:00,7,2196.67,2181,55,313.81,537,True
14007,United Kingdom,2010-07-15 09:06:00,2010-07-15 09:06:00,1,79.48,16,5,79.48,0,False
14008,United Kingdom,2010-10-03 13:09:00,2010-10-03 13:09:00,1,509.04,326,32,509.04,0,False
14009,United Kingdom,2010-09-03 12:08:00,2011-05-25 15:47:00,3,1099.91,951,71,366.6366666666667,264,True
14010,United Kingdom,2010-05-23 12:46:00,2010-05-23 13:00:00,2,445.15,177,20,222.575,0,True
14011,United Kingdom,2010-04-11 13:40:00,2010-08-16 15:31:00,2,457.82,644,32,228.91,127,True
14012,United Kingdom,2011-03-07 12:26:00,2011-03-07 12:26:00,1,328.8,160,11,328.8,0,False
14013,United Kingdom,2010-03-26 10:02:00,2011-08-21 15:01:00,5,1084.57,775,56,216.914,513,True
14014,United Kingdom,2010-05-12 09:04:00,2011-09-23 13:18:00,3,1948.21,2004,76,649.4033333333333,499,True
14015,United Kingdom,2011-10-18 10:02:00,2011-10-18 10:02:00,1,917.34,378,20,917.34,0,False
14016,EIRE,2010-01-08 14:12:00,2011-07-01 11:29:00,11,11403.41,5722,354,1036.6736363636364,539,True
14017,United Kingdom,2010-05-17 14:52:00,2010-05-17 14:52:00,1,229.75,73,14,229.75,0,False
14018,United Kingdom,2010-03-04 14:23:00,2010-03-04 14:23:00,1,367.15000000000003,224,13,367.15000000000003,0,False
14019,United Kingdom,2011-07-24 15:39:00,2011-10-24 10:13:00,3,1421.61,1037,37,473.86999999999995,92,True
14020,United Kingdom,2010-06-28 15:29:00,2011-11-23 09:22:00,4,1249.01,648,63,312.2525,513,True
14021,United Kingdom,2010-04-26 11:22:00,2011-07-07 15:46:00,7,1716.58,878,84,245.22571428571428,437,True
14022,United Kingdom,2010-08-10 09:38:00,2011-04-28 14:39:00,2,792.15,681,45,396.075,261,True
14023,United Kingdom,2011-04-03 15:50:00,2011-12-02 13:58:00,2,584.07,345,30,292.035,243,True
14024,United Kingdom,2010-11-14 10:51:00,2011-08-10 11:30:00,3,645.74,238,33,215.24666666666667,269,True
14025,United Kingdom,2010-05-05 09:56:00,2010-09-01 10:11:00,8,4057.9,1914,60,507.2375,119,True
14026,United Kingdom,2010-03-24 14:10:00,2010-08-26 10:31:00,2,713.11,427,43,356.555,155,True
14027,United Kingdom,2011-10-10 09:01:00,2011-10-10 09:01:00,1,104.82,62,6,104.82,0,False
14028,United Kingdom,2010-06-07 12:02:00,2010-06-07 13:33:00,3,10396.5,7170,3,3465.5,0,True
14029,United Kingdom,2011-07-18 16:57:00,2011-10-07 14:46:00,2,467.66,198,15,233.83,81,True
14030,United Kingdom,2009-12-10 17:27:00,2011-11-21 16:48:00,20,7521.8,4215,591,376.09000000000003,711,True
14031,United Kingdom,2009-12-03 15:35:00,2011-12-02 17:13:00,44,39019.51,13783,280,886.8070454545455,729,True
14032,United Kingdom,2009-12-14 12:02:00,2011-12-07 15:23:00,16,4546.41,3740,79,284.150625,723,True
14033,United Kingdom,2010-06-02 15:10:00,2010-06-02 15:10:00,1,109.44,576,1,109.44,0,False
14034,United Kingdom,2011-07-05 13:06:00,2011-11-17 14:02:00,3,648.89,420,82,216.29666666666665,135,True
14035,United Kingdom,2010-04-06 12:39:00,2011-11-11 10:03:00,9,2794.75,1405,70,310.52777777777777,584,True
14036,United Kingdom,2011-02-28 09:26:00,2011-02-28 09:26:00,1,626.65,268,38,626.65,0,False
14037,United Kingdom,2009-12-07 11:39:00,2011-06-16 13:57:00,6,836.95,590,96,139.49166666666667,556,True
14038,United Kingdom,2010-02-04 08:56:00,2011-09-22 13:37:00,5,3069.88,1708,99,613.976,595,True
14039,United Kingdom,2010-05-13 10:15:00,2011-11-06 13:48:00,2,267.28000000000003,192,10,133.64000000000001,542,True
14040,United Kingdom,2009-12-01 12:14:00,2011-10-30 12:42:00,35,12523.81,4972,335,357.82314285714284,698,True
14041,United Kingdom,2011-03-18 13:25:00,2011-03-18 13:25:00,1,141.41,94,21,141.41,0,False
14042,United Kingdom,2009-12-14 15:07:00,2009-12-14 15:07:00,1,431.98,180,21,431.98,0,False
14043,United Kingdom,2009-12-10 15:56:00,2010-08-05 18:18:00,2,302.6,152,37,151.3,238,True
14044,United Kingdom,2010-01-24 15:14:00,2011-11-13 12:05:00,10,3077.7,2100,533,307.77,658,True
14045,United Kingdom,2010-01-08 10:08:00,2011-08-22 15:27:00,16,10986.63,4459,16,686.664375,591,True
14046,United Kingdom,2011-02-28 14:48:00,2011-02-28 14:48:00,1,154.99,460,14,154.99,0,False
14047,United Kingdom,2010-02-01 10:05:00,2011-12-01 11:43:00,14,3968.11,1541,91,283.43642857142856,668,True
14048,United Kingdom,2010-11-22 14:08:00,2011-02-07 14:53:00,3,748.69,467,126,249.56333333333336,77,True
14049,United Kingdom,2010-04-01 14:52:00,2011-11-23 12:20:00,13,13023.4,8480,573,1001.8,601,True
14050,United Kingdom,2011-08-25 13:46:00,2011-11-08 10:00:00,2,746.36,689,49,373.18,75,True
14051,United Kingdom,2009-12-03 11:53:00,2011-12-09 10:20:00,37,21770.98,5709,82,588.4048648648649,736,True
14052,United Kingdom,2010-11-14 11:37:00,2011-11-20 12:30:00,2,466.66,174,115,233.33,371,True
14053,United Kingdom,2010-08-10 11:02:00,2011-08-07 14:27:00,4,572.3,490,3,143.075,362,True
14054,United Kingdom,2011-10-05 15:49:00,2011-10-05 15:49:00,1,92.46,62,6,92.46,0,False
14055,United Kingdom,2009-12-16 15:11:00,2011-08-25 15:04:00,3,1520.96,720,33,506.9866666666667,617,True
14056,United Kingdom,2011-02-28 15:19:00,2011-12-08 13:36:00,23,8152.71,4252,320,354.46565217391304,283,True
14057,United Kingdom,2009-12-03 13:17:00,2011-11-16 10:32:00,22,8346.66,6438,244,379.39363636363635,713,True
14058,United Kingdom,2010-06-27 11:29:00,2010-09-03 09:31:00,2,469.19,211,23,234.595,68,True
14059,United Kingdom,2011-03-18 10:06:00,2011-03-18 10:06:00,1,183.6,128,8,183.6,0,False
14060,United Kingdom,2010-03-11 09:47:00,2011-12-05 12:29:00,30,8898.24,7419,100,296.608,634,True
14061,United Kingdom,2009-12-01 18:03:00,2010-07-20 17:22:00,3,917.4300000000001,133,17,305.81,231,True
14062,United Kingdom,2009-12-10 14:28:00,2011-11-30 10:04:00,24,25585.65,12794,141,1066.0687500000001,720,True
14063,United Kingdom,2009-12-08 13:46:00,2010-09-27 16:18:00,9,22710.2,3850,30,2523.355555555556,293,True
14064,United Kingdom,2010-01-21 13:22:00,2011-11-10 13:14:00,15,3260.24,3911,131,217.3493333333333,658,True
14065,United Kingdom,2010-10-04 12:03:00,2010-11-15 16:13:00,3,891.02,582,42,297.00666666666666,42,True
14066,United Kingdom,2011-03-18 12:21:00,2011-03-18 12:21:00,1,152.55,45,7,152.55,0,False
14067,United Kingdom,2011-09-04 12:00:00,2011-10-07 10:21:00,2,374.7,361,51,187.35,33,True
14068,United Kingdom,2010-01-31 10:10:00,2011-01-23 16:02:00,4,1516.72,510,93,379.18,357,True
14069,United Kingdom,2010-05-27 12:30:00,2010-07-13 12:12:00,2,225.81,58,37,112.905,47,True
14070,United Kingdom,2010-01-24 12:27:00,2010-01-24 12:27:00,1,321.6,85,40,321.6,0,False
14071,United Kingdom,2011-03-20 11:33:00,2011-12-06 12:27:00,8,1437.57,994,271,179.69625,261,True
14072,United Kingdom,2010-02-11 12:31:00,2010-02-11 12:31:00,1,390.85,65,19,390.85,0,False
14073,United Kingdom,2011-11-07 15:49:00,2011-11-07 15:49:00,1,151.04,130,13,151.04,0,False
14074,United Kingdom,2010-03-26 13:55:00,2010-03-26 13:55:00,1,219.39999999999998,228,6,219.39999999999998,0,False
14075,United Kingdom,2010-06-16 14:47:00,2011-12-05 08:38:00,6,1734.87,1494,59,289.145,537,True
14076,United Kingdom,2011-08-02 15:19:00,2011-08-02 15:19:00,1,118.67,79,43,118.67,0,False
14077,United Kingdom,2010-11-09 16:01:00,2011-10-30 12:35:00,6,615.0799999999999,376,43,102.51333333333332,355,True
14078,United Kingdom,2010-03-28 15:05:00,2011-08-30 12:16:00,9,1553.47,586,107,172.60777777777778,520,True
14079,United Kingdom,2010-01-26 17:19:00,2011-08-07 12:10:00,2,618.73,302,13,309.365,558,True
14080,United Kingdom,2009-12-02 15:01:00,2011-11-07 11:09:00,5,1115.68,268,74,223.13600000000002,705,True
14081,United Kingdom,2009-12-10 18:27:00,2011-02-10 16:17:00,10,4867.57,3381,465,486.75699999999995,427,True
14082,United Kingdom,2010-11-12 11:47:00,2010-12-10 11:02:00,2,413.36,246,48,206.68,28,True
14083,United Kingdom,2009-12-18 11:34:00,2011-12-05 13:14:00,11,1082.19,760,169,98.3809090909091,717,True
14084,United Kingdom,2010-07-15 14:36:00,2010-07-15 14:36:00,1,150.5,306,7,150.5,0,False
14085,United Kingdom,2009-12-08 13:41:00,2011-12-07 13:46:00,33,9720.67,6434,479,294.5657575757576,729,True
14086,United Kingdom,2010-09-03 10:52:00,2010-09-03 10:52:00,1,39.95,1,1,39.95,0,False
14087,United Kingdom,2009-12-04 15:27:00,2011-12-07 12:41:00,3,829.47,718,175,276.49,733,True
14088,United Kingdom,2010-10-14 19:46:00,2011-11-29 16:16:00,16,64036.8,15276,436,4002.3,411,True
14089,United Kingdom,2011-10-14 10:38:00,2011-10-14 10:38:00,1,158.75,133,13,158.75,0,False
14090,United Kingdom,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32000000000001,72,1,76.32000000000001,0,False
14091,United Kingdom,2010-01-10 13:41:00,2010-02-23 15:17:00,2,9530.08,3316,13,4765.04,44,True
14092,United Kingdom,2009-12-16 16:24:00,2011-12-02 12:13:00,24,7229.45,3606,169,301.2270833333333,716,True
14093,United Kingdom,2011-11-27 16:27:00,2011-11-27 16:27:00,1,433.86,391,95,433.86,0,False
14094,United Kingdom,2010-09-26 11:58:00,2010-09-26 11:58:00,1,311.77,158,41,311.77,0,False
14095,United Kingdom,2009-12-17 12:49:00,2009-12-17 12:49:00,1,2.95,1,1,2.95,0,False
14096,United Kingdom,2011-08-30 10:49:00,2011-12-05 17:17:00,17,65164.79,16352,1119,3833.2229411764706,97,True
14097,United Kingdom,2010-03-04 10:46:00,2010-08-15 14:20:00,2,422.85999999999996,352,39,211.42999999999998,164,True
14098,United Kingdom,2011-11-03 10:13:00,2011-11-03 10:13:00,1,147.35,104,21,147.35,0,False
14099,United Kingdom,2009-12-10 11:55:00,2011-11-23 13:53:00,20,5750.91,3666,273,287.5455,713,True
14100,United Kingdom,2011-07-25 11:01:00,2011-07-25 11:01:00,1,191.95000000000002,63,24,191.95000000000002,0,False
14101,United Kingdom,2010-03-28 13:36:00,2011-09-27 12:28:00,13,9961.93,10542,19,766.3023076923077,548,True
14102,United Kingdom,2011-10-26 12:46:00,2011-12-04 15:38:00,5,1105.8799999999999,769,35,221.176,39,True
14104,United Kingdom,2010-05-28 16:11:00,2011-07-08 12:50:00,5,743.53,496,117,148.706,406,True
14105,United Kingdom,2009-12-18 16:57:00,2011-04-14 17:58:00,5,5988.83,3534,200,1197.766,482,True
14106,United Kingdom,2009-12-02 14:09:00,2009-12-02 14:09:00,1,214.79999999999998,24,1,214.79999999999998,0,False
14107,United Kingdom,2009-12-09 14:20:00,2011-10-19 12:12:00,11,4877.3,3489,102,443.39090909090913,679,True
14108,United Kingdom,2009-12-01 18:07:00,2011-11-09 10:41:00,4,1044.96,660,49,261.24,708,True
14109,United Kingdom,2011-09-28 10:18:00,2011-09-28 10:18:00,1,144.2,88,9,144.2,0,False
14110,United Kingdom,2009-12-01 09:50:00,2011-12-06 12:26:00,33,12987.95,5825,177,393.57424242424247,735,True
14111,United Kingdom,2011-04-12 11:36:00,2011-11-25 13:44:00,4,692.85,458,10,173.2125,227,True
14112,United Kingdom,2010-02-23 14:16:00,2011-11-17 12:30:00,13,5834.59,3539,199,448.8146153846154,632,True
14113,United Kingdom,2009-12-08 07:42:00,2011-12-06 12:18:00,16,7092.610000000001,3439,76,443.28812500000004,728,True
14114,United Kingdom,2010-04-12 11:07:00,2011-03-11 09:42:00,7,1364.09,650,72,194.86999999999998,333,True
14115,United Kingdom,2010-02-11 11:44:00,2010-07-26 12:36:00,2,622.6700000000001,509,22,311.33500000000004,165,True
14116,United Kingdom,2011-08-10 12:44:00,2011-11-20 10:29:00,5,1382.74,707,61,276.548,102,True
14117,United Kingdom,2011-07-19 09:49:00,2011-07-19 09:49:00,1,90.0,72,3,90.0,0,False
14118,United Kingdom,2010-10-07 11:59:00,2010-10-07 11:59:00,1,458.45,97,15,458.45,0,False
14119,United Kingdom,2009-12-21 14:52:00,2010-11-29 10:33:00,2,183.37,177,11,91.685,343,True
14121,United Kingdom,2011-10-11 10:39:00,2011-12-06 12:19:00,4,2780.15,2082,148,695.0375,56,True
14122,United Kingdom,2009-12-02 14:22:00,2010-10-29 15:11:00,3,362.42,114,12,120.80666666666667,331,True
14123,United Kingdom,2009-12-06 15:35:00,2009-12-06 15:35:00,1,436.18,234,24,436.18,0,False
14124,United Kingdom,2011-09-16 13:32:00,2011-09-16 13:32:00,1,419.58000000000004,1618,4,419.58000000000004,0,False
14125,United Kingdom,2011-09-22 15:40:00,2011-11-29 12:47:00,3,2720.63,1628,159,906.8766666666667,68,True
14126,United Kingdom,2010-09-21 14:51:00,2011-12-02 11:45:00,4,1172.46,887,37,293.115,437,True
14127,United Kingdom,2010-10-10 11:53:00,2011-08-09 10:49:00,6,1900.0800000000002,828,96,316.68,303,True
14128,United Kingdom,2010-06-06 14:05:00,2011-10-10 12:00:00,3,924.21,814,50,308.07,491,True
14129,United Kingdom,2010-05-09 14:54:00,2011-12-08 11:02:00,9,2591.34,1414,40,287.9266666666667,578,True
14130,United Kingdom,2009-12-11 16:33:00,2011-01-24 16:05:00,4,1858.77,1215,189,464.6925,409,True
14131,United Kingdom,2010-03-01 11:59:00,2010-03-01 11:59:00,1,168.22,105,45,168.22,0,False
14132,United Kingdom,2011-06-09 12:04:00,2011-12-07 13:35:00,11,3586.0299999999997,3368,100,326.00272727272727,181,True
14133,United Kingdom,2009-12-06 12:10:00,2011-08-02 11:34:00,4,911.14,398,33,227.785,604,True
14134,United Kingdom,2009-12-10 09:25:00,2010-11-22 12:26:00,15,11123.35,5814,130,741.5566666666667,347,True
14135,United Kingdom,2009-12-02 08:58:00,2011-12-08 11:38:00,24,8839.67,8534,138,368.31958333333336,736,True
14136,United Kingdom,2009-12-08 09:19:00,2010-11-04 11:53:00,5,1570.81,1148,86,314.162,331,True
14137,United Kingdom,2010-01-13 12:30:00,2010-01-13 12:30:00,1,332.7,462,11,332.7,0,False
14138,United Kingdom,2011-10-07 09:38:00,2011-12-08 12:44:00,2,965.8800000000001,600,40,482.94000000000005,62,True
14139,United Kingdom,2010-06-15 09:17:00,2011-10-24 13:34:00,4,1086.8,1049,48,271.7,496,True
14140,United Kingdom,2011-11-08 11:20:00,2011-12-06 09:05:00,2,935.05,811,60,467.525,28,True
14141,United Kingdom,2011-08-26 14:40:00,2011-12-07 09:53:00,4,915.13,355,27,228.7825,103,True
14142,United Kingdom,2010-03-03 15:13:00,2010-12-01 16:33:00,2,671.34,518,42,335.67,273,True
14143,United Kingdom,2011-07-29 09:48:00,2011-07-29 09:48:00,1,115.8,30,7,115.8,0,False
14144,United Kingdom,2010-08-10 15:17:00,2010-08-10 15:17:00,1,30.599999999999998,12,1,30.599999999999998,0,False
14145,United Kingdom,2010-04-08 09:47:00,2011-10-24 12:10:00,7,7600.05,1655,11,1085.7214285714285,564,True
14146,United Kingdom,2010-01-13 16:04:00,2011-12-01 10:18:00,12,9450.3,5780,337,787.525,687,True
14147,United Kingdom,2010-03-09 13:43:00,2011-09-22 18:10:00,9,2590.2,995,24,287.79999999999995,562,True
14148,United Kingdom,2010-10-21 14:08:00,2011-04-20 12:02:00,2,466.29,223,15,233.145,181,True
14149,United Kingdom,2011-05-03 09:44:00,2011-05-03 09:44:00,1,446.62,218,28,446.62,0,False
