invoice_no,invoice_date,customer_id,country,order_value_gbp,units,product_lines,distinct_products
504452,2010-04-13 15:17:00,15260,United Kingdom,291.33000000000004,123,13,13
504454,2010-04-13 15:34:00,16809,United Kingdom,261.41,144,51,51
504458,2010-04-13 15:47:00,15982,United Kingdom,324.51,131,45,45
504459,2010-04-13 16:07:00,14998,United Kingdom,113.49,14,14,14
504462,2010-04-13 16:33:00,17505,United Kingdom,924.1700000000001,561,28,28
504466,2010-04-13 16:57:00,16259,United Kingdom,134.77,52,33,33
504467,2010-04-13 17:15:00,16259,United Kingdom,23.1,10,4,4
504469,2010-04-14 08:43:00,15890,United Kingdom,263.2,88,3,3
504470,2010-04-14 08:45:00,15513,United Kingdom,235.2,48,2,2
504471,2010-04-14 08:46:00,15513,United Kingdom,221.9,56,7,7
504472,2010-04-14 08:48:00,15497,United Kingdom,236.39999999999998,40,2,2
504473,2010-04-14 08:53:00,17594,United Kingdom,611.7,320,26,26
504474,2010-04-14 09:30:00,15615,United Kingdom,147.85,65,9,9
504475,2010-04-14 09:43:00,13266,United Kingdom,342.58,232,22,22
504477,2010-04-14 10:08:00,12437,France,347.42,180,20,20
504478,2010-04-14 10:13:00,12682,France,863.64,302,33,33
504479,2010-04-14 10:31:00,13199,United Kingdom,77.55,49,4,4
504480,2010-04-14 10:32:00,13199,United Kingdom,275.64,228,3,3
504481,2010-04-14 10:44:00,14624,United Kingdom,250.53,260,15,15
504486,2010-04-14 10:56:00,18087,United Kingdom,313.92,72,4,4
504487,2010-04-14 11:01:00,15046,United Kingdom,115.71000000000001,37,18,18
504498,2010-04-14 11:16:00,17511,United Kingdom,6631.2699999999995,4320,70,70
504508,2010-04-14 11:20:00,15265,United Kingdom,1545.38,812,94,94
504519,2010-04-14 11:36:00,15563,United Kingdom,522.48,454,51,51
504532,2010-04-14 11:50:00,12471,Germany,713.13,372,30,30
504533,2010-04-14 11:51:00,12471,Germany,101.75999999999999,88,6,6
504535,2010-04-14 11:54:00,15061,United Kingdom,152.64000000000001,144,1,1
504536,2010-04-14 11:59:00,13097,United Kingdom,582.91,252,57,57
504542,2010-04-14 12:17:00,13694,United Kingdom,2113.68,2400,15,15
504546,2010-04-14 12:26:00,17961,United Kingdom,13.65,7,1,1
504547,2010-04-14 12:28:00,17682,United Kingdom,217.2,122,18,18
504548,2010-04-14 12:40:00,14210,United Kingdom,364.68,166,20,20
504550,2010-04-14 12:56:00,17039,United Kingdom,1954.99,689,44,44
504551,2010-04-14 13:24:00,13629,United Kingdom,660.0,400,4,4
504552,2010-04-14 13:27:00,16105,United Kingdom,595.55,423,31,31
504553,2010-04-14 13:29:00,16292,United Kingdom,312.26,226,17,17
504554,2010-04-14 13:35:00,16442,United Kingdom,127.62,76,39,38
504555,2010-04-14 13:39:00,13561,United Kingdom,215.03,119,37,35
504556,2010-04-14 13:50:00,13878,United Kingdom,580.98,273,43,41
504558,2010-04-14 13:55:00,14344,United Kingdom,296.35,125,40,40
504559,2010-04-14 13:56:00,15771,United Kingdom,369.24,276,4,4
504560,2010-04-14 13:57:00,17961,United Kingdom,17.0,2,1,1
504564,2010-04-14 14:09:00,,United Kingdom,7.5,5,5,5
504569,2010-04-14 14:20:00,17146,United Kingdom,582.19,123,27,27
504571,2010-04-14 14:38:00,15572,United Kingdom,300.93,219,36,35
504572,2010-04-14 14:49:00,18057,United Kingdom,690.39,403,100,92
504573,2010-04-14 15:06:00,,United Kingdom,2.6,2,2,2
504574,2010-04-14 15:10:00,14016,EIRE,1167.8799999999999,628,53,53
504575,2010-04-14 15:15:00,15222,United Kingdom,307.1,444,17,17
504576,2010-04-14 15:17:00,15144,United Kingdom,560.8,104,12,12
504577,2010-04-14 16:24:00,14867,United Kingdom,532.46,196,21,21
504578,2010-04-14 16:29:00,16422,United Kingdom,521.46,482,6,6
504580,2010-04-15 08:33:00,17519,United Kingdom,322.35,129,12,12
504581,2010-04-15 08:35:00,16631,United Kingdom,122.58,70,8,8
504582,2010-04-15 08:38:00,15812,United Kingdom,447.45000000000005,179,9,9
504583,2010-04-15 09:09:00,17888,United Kingdom,15.0,12,1,1
504584,2010-04-15 09:10:00,17888,United Kingdom,124.62,30,4,4
504585,2010-04-15 09:15:00,12540,Spain,379.62,232,8,8
504586,2010-04-15 09:45:00,18190,United Kingdom,192.84,76,7,7
504587,2010-04-15 10:12:00,14134,United Kingdom,1563.06,894,30,30
504588,2010-04-15 10:18:00,13388,United Kingdom,508.55,419,34,34
504589,2010-04-15 10:20:00,15194,United Kingdom,399.6,192,20,20
504591,2010-04-15 10:31:00,13394,United Kingdom,357.09,255,23,23
504592,2010-04-15 10:35:00,13433,United Kingdom,315.53999999999996,82,10,10
504593,2010-04-15 10:43:00,13901,United Kingdom,540.5699999999999,463,33,33
504594,2010-04-15 10:49:00,15910,United Kingdom,273.59,122,62,58
504618,2010-04-15 11:33:00,13659,United Kingdom,427.19,248,22,22
504619,2010-04-15 11:34:00,13659,United Kingdom,43.92,72,2,2
504620,2010-04-15 11:44:00,14947,United Kingdom,149.0,100,10,10
504621,2010-04-15 11:47:00,14944,United Kingdom,435.3,189,21,21
504622,2010-04-15 11:49:00,14569,United Kingdom,181.8,92,14,14
504623,2010-04-15 12:10:00,14656,United Kingdom,143.6,58,40,37
504624,2010-04-15 12:10:00,18061,United Kingdom,471.02000000000004,208,6,6
504625,2010-04-15 12:17:00,18174,United Kingdom,58.5,30,1,1
504626,2010-04-15 12:20:00,15874,United Kingdom,523.08,218,26,26
504627,2010-04-15 12:22:00,18008,United Kingdom,84.69,27,3,3
504628,2010-04-15 12:24:00,18008,United Kingdom,5.75,3,2,2
504630,2010-04-15 12:54:00,12935,United Kingdom,19.799999999999997,12,1,1
504631,2010-04-15 12:55:00,13647,United Kingdom,315.5,206,18,18
504633,2010-04-15 13:07:00,15311,United Kingdom,167.15,37,9,9
504634,2010-04-15 13:39:00,18236,United Kingdom,236.64000000000001,100,13,13
504635,2010-04-15 13:52:00,15615,United Kingdom,746.33,529,50,50
504636,2010-04-15 13:54:00,17678,United Kingdom,301.65,161,12,12
504638,2010-04-15 14:10:00,18245,United Kingdom,560.23,345,39,39
504639,2010-04-15 14:12:00,,United Kingdom,5843.7,1,1,1
504640,2010-04-15 14:14:00,17032,United Kingdom,638.52,355,48,48
504642,2010-04-15 14:25:00,,United Kingdom,773.5,1,1,1
504643,2010-04-15 14:26:00,18151,United Kingdom,425.89,183,27,27
504644,2010-04-15 14:28:00,14068,United Kingdom,526.14,200,29,29
504645,2010-04-15 14:31:00,15814,United Kingdom,294.08,172,9,9
504646,2010-04-15 14:38:00,15032,United Kingdom,618.55,329,10,10
504647,2010-04-15 14:45:00,17961,United Kingdom,25.200000000000003,12,1,1
504649,2010-04-15 14:48:00,17709,United Kingdom,251.47,105,15,15
504655,2010-04-15 14:58:00,13661,United Kingdom,325.24,118,17,17
504667,2010-04-15 15:07:00,,United Kingdom,2451.26,1,1,1
504668,2010-04-15 15:12:00,13013,United Kingdom,495.85,183,14,14
504669,2010-04-15 15:12:00,16174,United Kingdom,203.8,140,10,10
504671,2010-04-15 15:19:00,,United Kingdom,227.28,1,1,1
504673,2010-04-15 15:26:00,13287,United Kingdom,294.68,162,20,20
504675,2010-04-15 15:28:00,15722,United Kingdom,436.76,162,17,16
504676,2010-04-15 15:29:00,,United Kingdom,17.700000000000003,6,4,4
504677,2010-04-15 15:33:00,15898,United Kingdom,84.9,42,13,13
504678,2010-04-15 15:39:00,,United Kingdom,306.66,1,1,1
504680,2010-04-15 15:48:00,16840,United Kingdom,32.1,16,2,2
504681,2010-04-15 15:49:00,,United Kingdom,148.69,1,1,1
504682,2010-04-15 15:57:00,14099,United Kingdom,218.23000000000002,77,27,26
504683,2010-04-15 16:03:00,16986,United Kingdom,109.5,35,4,4
504685,2010-04-15 16:14:00,,United Kingdom,94.8,1,1,1
504686,2010-04-15 16:17:00,15354,United Kingdom,94.8,1,1,1
504687,2010-04-15 16:21:00,15354,United Kingdom,94.8,1,1,1
504688,2010-04-15 16:24:00,15354,United Kingdom,94.8,1,1,1
504689,2010-04-15 16:26:00,,United Kingdom,27.0,4,1,1
504691,2010-04-15 16:34:00,16325,United Kingdom,389.36,170,16,16
504692,2010-04-15 16:35:00,13015,United Kingdom,735.64,721,44,44
504694,2010-04-15 17:00:00,13414,United Kingdom,219.85999999999999,262,11,11
504695,2010-04-15 17:06:00,17799,United Kingdom,316.03,137,52,47
504696,2010-04-15 17:10:00,17799,United Kingdom,15.9,2,1,1
504697,2010-04-15 17:18:00,12474,Germany,284.59,215,19,19
504698,2010-04-15 17:24:00,13591,United Kingdom,495.26,156,22,22
504699,2010-04-15 17:25:00,13092,United Kingdom,254.4,76,15,15
504700,2010-04-15 18:08:00,17032,United Kingdom,57.63,1,1,1
504701,2010-04-15 18:27:00,16722,United Kingdom,324.4,384,22,22
504702,2010-04-15 18:36:00,,United Kingdom,130.7,52,29,29
504703,2010-04-15 19:15:00,13450,United Kingdom,239.64,324,9,9
504704,2010-04-15 19:22:00,15031,United Kingdom,240.41,119,44,44
504705,2010-04-15 19:44:00,13542,United Kingdom,266.3,49,18,18
504707,2010-04-16 08:42:00,13734,United Kingdom,279.6,8,1,1
504708,2010-04-16 09:05:00,18262,United Kingdom,202.06,254,14,14
504709,2010-04-16 09:27:00,12437,France,114.48,216,5,5
504710,2010-04-16 09:53:00,,United Kingdom,15.0,12,1,1
504711,2010-04-16 09:57:00,12778,Netherlands,378.6,366,27,27
504712,2010-04-16 10:01:00,17876,United Kingdom,841.62,498,1,1
504713,2010-04-16 10:03:00,,United Kingdom,88.08000000000001,42,4,4
504714,2010-04-16 10:16:00,12395,Belgium,1125.44,734,52,52
504715,2010-04-16 10:27:00,17404,Sweden,3720.24,4696,21,21
504716,2010-04-16 10:40:00,17920,United Kingdom,651.9100000000001,339,22,22
504717,2010-04-16 10:49:00,16098,United Kingdom,400.48,268,18,18
504718,2010-04-16 10:50:00,12969,United Kingdom,122.45,55,5,5
504730,2010-04-16 11:21:00,14680,United Kingdom,1031.3,514,25,25
504741,2010-04-16 11:33:00,15716,United Kingdom,184.92,85,31,29
504742,2010-04-16 11:35:00,15979,United Kingdom,329.22,450,22,22
504766,2010-04-16 11:51:00,13013,United Kingdom,1336.03,847,62,62
504775,2010-04-16 11:54:00,15249,United Kingdom,341.78000000000003,166,20,20
504789,2010-04-16 11:59:00,13813,Germany,359.61,163,21,21
504807,2010-04-16 12:15:00,17626,United Kingdom,254.0,202,18,18
504808,2010-04-16 12:28:00,17841,United Kingdom,177.1,98,33,33
504809,2010-04-16 12:36:00,,United Kingdom,11.55,6,6,6
504810,2010-04-16 12:43:00,15628,United Kingdom,311.76,241,18,18
504825,2010-04-16 13:04:00,14527,United Kingdom,136.85,27,13,13
504826,2010-04-16 13:12:00,12875,United Kingdom,354.24,1152,2,2
504827,2010-04-16 13:13:00,16158,United Kingdom,43.45,9,3,3
504828,2010-04-16 13:16:00,16158,United Kingdom,59.5,14,1,1
504829,2010-04-16 13:17:00,16125,United Kingdom,332.0,116,17,17
504830,2010-04-16 13:34:00,14988,United Kingdom,370.59,243,47,45
504831,2010-04-16 13:35:00,17913,United Kingdom,564.5500000000001,367,72,70
504832,2010-04-16 13:36:00,14110,United Kingdom,363.12,216,7,7
504833,2010-04-16 13:40:00,14907,United Kingdom,294.72,110,18,18
504834,2010-04-16 14:00:00,16094,United Kingdom,334.3,206,21,21
504835,2010-04-16 14:23:00,17842,United Kingdom,430.69,89,18,18
504836,2010-04-16 14:40:00,14258,United Kingdom,752.28,396,6,6
504837,2010-04-16 15:12:00,13426,United Kingdom,396.24,234,18,18
504838,2010-04-16 15:18:00,15078,United Kingdom,595.54,266,26,26
504842,2010-04-16 15:55:00,15259,United Kingdom,432.34999999999997,299,26,26
504844,2010-04-16 16:12:00,12748,United Kingdom,17.55,6,6,6
504845,2010-04-16 16:20:00,,United Kingdom,30.0,24,2,2
504846,2010-04-16 16:21:00,15061,United Kingdom,902.16,270,4,4
504847,2010-04-16 16:51:00,17931,United Kingdom,562.26,420,41,40
504848,2010-04-16 17:12:00,14623,United Kingdom,258.83,141,69,69
504850,2010-04-18 10:13:00,14134,United Kingdom,127.20000000000002,120,3,3
504851,2010-04-18 10:31:00,15482,United Kingdom,1354.3999999999999,360,8,8
504852,2010-04-18 10:37:00,17243,United Kingdom,202.17000000000002,53,18,18
504853,2010-04-18 10:39:00,15796,United Kingdom,488.18,163,35,32
504854,2010-04-18 10:40:00,16923,United Kingdom,486.3,250,42,41
504855,2010-04-18 11:14:00,15569,United Kingdom,519.58,357,22,22
504856,2010-04-18 11:20:00,16883,United Kingdom,90.00999999999999,49,16,16
504857,2010-04-18 11:24:00,17113,United Kingdom,921.63,265,75,71
504858,2010-04-18 11:40:00,18172,United Kingdom,347.9,182,18,18
504859,2010-04-18 11:59:00,18064,United Kingdom,354.33,171,4,4
504860,2010-04-18 12:04:00,12402,Belgium,313.65,168,17,17
504861,2010-04-18 12:05:00,14702,United Kingdom,382.68,172,29,28
504862,2010-04-18 12:07:00,17850,United Kingdom,350.4,154,21,21
504863,2010-04-18 12:07:00,13240,United Kingdom,114.17,42,14,13
504864,2010-04-18 12:14:00,13262,United Kingdom,232.41,93,26,26
504865,2010-04-18 12:18:00,17346,United Kingdom,172.33,110,13,13
504866,2010-04-18 12:19:00,17858,United Kingdom,211.77,89,20,20
504867,2010-04-18 12:31:00,13408,United Kingdom,494.40999999999997,143,8,8
504868,2010-04-18 12:31:00,13044,United Kingdom,739.25,335,84,84
504869,2010-04-18 12:32:00,13408,United Kingdom,43.8,4,1,1
504870,2010-04-18 12:33:00,14532,United Kingdom,582.84,125,29,29
504871,2010-04-18 12:33:00,12482,Sweden,642.75,409,6,6
504872,2010-04-18 12:36:00,12482,Sweden,772.35,1849,7,7
504873,2010-04-18 12:36:00,14817,United Kingdom,441.35,249,23,23
504874,2010-04-18 12:39:00,12482,Sweden,1503.45,831,14,14
504875,2010-04-18 12:44:00,12482,Sweden,753.6500000000001,435,9,9
504876,2010-04-18 12:44:00,14878,United Kingdom,260.95,170,23,23
504877,2010-04-18 12:45:00,17085,United Kingdom,316.05,127,37,37
504878,2010-04-18 12:46:00,15768,United Kingdom,528.52,161,54,52
504879,2010-04-18 12:49:00,12482,Sweden,2142.4,1244,14,14
504880,2010-04-18 12:57:00,15059,United Kingdom,145.15,83,14,13
504881,2010-04-18 13:00:00,17850,United Kingdom,326.16,146,21,21
504882,2010-04-18 13:12:00,14395,United Kingdom,566.8,316,61,58
504883,2010-04-18 13:18:00,18231,United Kingdom,239.1,58,11,11
504884,2010-04-18 13:27:00,17389,United Kingdom,957.3199999999999,480,20,20
504885,2010-04-18 13:31:00,17969,United Kingdom,115.2,35,13,12
504886,2010-04-18 13:38:00,13285,United Kingdom,315.17,280,23,23
504887,2010-04-18 13:40:00,17850,United Kingdom,326.16,146,21,21
504888,2010-04-18 13:40:00,17256,United Kingdom,148.73,102,12,12
504889,2010-04-18 13:42:00,17256,United Kingdom,4.9,2,2,2
504890,2010-04-18 13:53:00,14415,United Kingdom,595.6899999999999,275,88,79
504891,2010-04-18 14:00:00,12791,Netherlands,130.07,68,9,9
504893,2010-04-18 14:06:00,15972,United Kingdom,704.59,223,57,52
504894,2010-04-18 14:10:00,15990,United Kingdom,271.8,132,12,12
504895,2010-04-18 14:15:00,18172,United Kingdom,495.29999999999995,214,11,11
504896,2010-04-18 14:25:00,17041,United Kingdom,218.46,231,24,24
504897,2010-04-18 14:28:00,17041,United Kingdom,1.95,1,1,1
504898,2010-04-18 14:35:00,16409,United Kingdom,372.41,226,76,75
504900,2010-04-18 15:12:00,17850,United Kingdom,396.22,172,21,21
504901,2010-04-18 15:34:00,16921,United Kingdom,141.56,51,22,19
504902,2010-04-18 15:35:00,13286,United Kingdom,734.91,274,49,46
504903,2010-04-18 15:48:00,16549,United Kingdom,113.39,66,55,55
504904,2010-04-18 15:53:00,18069,United Kingdom,506.34,320,111,107
504905,2010-04-18 15:57:00,16027,United Kingdom,216.2,180,4,4
504906,2010-04-19 07:14:00,17850,United Kingdom,430.12,190,21,21
504907,2010-04-19 08:19:00,17850,United Kingdom,430.12,190,21,21
504908,2010-04-19 08:27:00,14506,United Kingdom,391.5,52,12,12
504909,2010-04-19 08:57:00,15410,United Kingdom,881.48,495,28,28
504910,2010-04-19 09:35:00,17850,United Kingdom,618.54,282,21,21
504911,2010-04-19 09:47:00,17540,United Kingdom,321.15000000000003,125,15,15
504912,2010-04-19 09:54:00,15793,United Kingdom,187.62,110,3,3
504913,2010-04-19 10:04:00,14911,EIRE,754.5,372,32,32
504914,2010-04-19 10:19:00,14845,United Kingdom,150.0,600,1,1
504915,2010-04-19 10:23:00,14911,EIRE,764.38,516,41,41
504916,2010-04-19 10:28:00,,United Kingdom,2291.74,578,299,299
504917,2010-04-19 10:29:00,15039,United Kingdom,231.25,64,4,4
504918,2010-04-19 10:36:00,,United Kingdom,2753.11,1585,192,192
504919,2010-04-19 10:40:00,,United Kingdom,1212.13,213,135,135
504920,2010-04-19 10:43:00,17474,United Kingdom,1047.0,200,6,6
504921,2010-04-19 10:43:00,,United Kingdom,1392.1299999999999,312,161,161
504922,2010-04-19 10:46:00,14952,United Kingdom,130.2,24,5,5
504923,2010-04-19 10:48:00,14952,United Kingdom,139.35,19,4,4
504924,2010-04-19 10:49:00,,United Kingdom,1372.05,229,154,154
504925,2010-04-19 10:53:00,,United Kingdom,756.32,162,109,109
504926,2010-04-19 11:00:00,18172,United Kingdom,215.86,74,6,6
504927,2010-04-19 10:59:00,12482,Sweden,479.6,1640,2,2
504928,2010-04-19 10:59:00,,United Kingdom,2970.6000000000004,280,137,137
504929,2010-04-19 11:01:00,12482,Sweden,175.0,100,1,1
504930,2010-04-19 11:09:00,18172,United Kingdom,45.95,25,3,3
504932,2010-04-19 11:11:00,13145,United Kingdom,102.0,24,1,1
504933,2010-04-19 11:13:00,,United Kingdom,3170.85,535,258,257
504934,2010-04-19 11:15:00,17850,United Kingdom,324.42,160,19,19
504935,2010-04-19 11:19:00,,United Kingdom,1927.4199999999998,356,188,187
504936,2010-04-19 11:23:00,,United Kingdom,1243.42,243,138,135
504937,2010-04-19 11:31:00,15273,United Kingdom,228.96,216,1,1
504938,2010-04-19 11:36:00,15321,United Kingdom,746.01,355,36,36
504950,2010-04-19 11:48:00,15321,United Kingdom,115.05,47,7,7
504974,2010-04-19 12:04:00,13883,United Kingdom,406.8,272,21,21
504978,2010-04-19 12:05:00,13883,United Kingdom,180.3,92,11,11
505000,2010-04-19 12:28:00,16470,United Kingdom,164.78,90,40,40
505001,2010-04-19 12:38:00,17850,United Kingdom,304.46,144,20,20
505002,2010-04-19 12:39:00,16905,United Kingdom,195.1,52,13,13
505004,2010-04-19 12:45:00,13093,United Kingdom,1335.02,869,47,47
505005,2010-04-19 12:49:00,13939,United Kingdom,127.75,77,8,8
505006,2010-04-19 12:50:00,,United Kingdom,14.9,6,4,4
505007,2010-04-19 12:52:00,16905,United Kingdom,38.1,7,3,3
505008,2010-04-19 12:55:00,15538,United Kingdom,579.75,105,3,3
505009,2010-04-19 13:03:00,16843,United Kingdom,360.47,273,11,11
505011,2010-04-19 13:15:00,17850,United Kingdom,237.02,120,16,16
505012,2010-04-19 13:15:00,17865,United Kingdom,1108.95,430,43,43
505013,2010-04-19 13:29:00,13115,United Kingdom,754.5,700,55,55
505014,2010-04-19 13:28:00,17802,United Kingdom,481.75,227,53,52
505015,2010-04-19 13:30:00,14156,EIRE,572.9,313,28,28
505016,2010-04-19 13:52:00,,United Kingdom,1554.86,296,172,172
505017,2010-04-19 14:03:00,17850,United Kingdom,285.42,136,20,20
505018,2010-04-19 14:08:00,15451,United Kingdom,104.76,32,29,29
505019,2010-04-19 14:09:00,18095,United Kingdom,1021.04,592,16,16
505020,2010-04-19 14:09:00,17584,United Kingdom,522.2,128,11,11
505023,2010-04-19 14:14:00,12516,Germany,689.46,512,25,25
505024,2010-04-19 14:21:00,15005,United Kingdom,214.04,122,50,49
505042,2010-04-19 14:34:00,16190,United Kingdom,411.44,208,22,22
505044,2010-04-19 14:36:00,12949,United Kingdom,11.6,8,1,1
505047,2010-04-19 14:36:00,12949,United Kingdom,59.4,20,2,2
505051,2010-04-19 14:39:00,12949,United Kingdom,863.2,618,50,50
505052,2010-04-19 14:52:00,17850,United Kingdom,360.62,158,21,21
505056,2010-04-19 14:59:00,14667,United Kingdom,950.78,410,42,42
505057,2010-04-19 15:20:00,17644,United Kingdom,317.45000000000005,170,14,14
505058,2010-04-19 15:22:00,17696,United Kingdom,354.06,200,15,15
505059,2010-04-19 15:30:00,15682,United Kingdom,190.76,130,15,15
505060,2010-04-19 15:38:00,,United Kingdom,8.3,4,3,3
505061,2010-04-19 15:57:00,14372,United Kingdom,590.35,195,23,23
505062,2010-04-19 16:09:00,13874,United Kingdom,197.0,102,7,7
505063,2010-04-19 16:15:00,16548,United Kingdom,30.15,6,6,6
505064,2010-04-19 16:20:00,17236,United Kingdom,204.74999999999997,121,2,2
505066,2010-04-19 16:48:00,13407,United Kingdom,800.98,762,30,30
505067,2010-04-19 16:48:00,14606,United Kingdom,158.8,87,51,51
505068,2010-04-19 16:50:00,17850,United Kingdom,412.32,174,21,21
505070,2010-04-19 17:11:00,13679,United Kingdom,52.75,22,11,11
505075,2010-04-20 08:44:00,17850,United Kingdom,434.26,184,21,21
505076,2010-04-20 09:29:00,17850,United Kingdom,329.8,128,20,20
505077,2010-04-20 09:32:00,15061,United Kingdom,967.72,713,7,7
505078,2010-04-20 09:40:00,12780,Netherlands,337.4,285,20,20
505079,2010-04-20 09:45:00,15447,United Kingdom,60.9,38,4,4
505080,2010-04-20 09:47:00,15447,United Kingdom,74.86,26,4,4
505081,2010-04-20 09:49:00,16742,United Kingdom,115.17999999999999,109,4,4
505082,2010-04-20 09:54:00,13995,United Kingdom,235.67000000000002,249,16,16
505083,2010-04-20 09:56:00,12623,Germany,414.77,214,19,19
505084,2010-04-20 09:59:00,14926,United Kingdom,220.2,108,2,2
505085,2010-04-20 10:19:00,14611,United Kingdom,291.4,267,19,19
505086,2010-04-20 10:22:00,12931,United Kingdom,339.0,220,2,2
505087,2010-04-20 10:23:00,17850,United Kingdom,434.26,184,21,21
505088,2010-04-20 10:25:00,12931,United Kingdom,59.0,20,1,1
505089,2010-04-20 10:35:00,17307,United Kingdom,1076.5,990,13,13
505090,2010-04-20 10:40:00,18276,United Kingdom,300.92,258,22,22
505142,2010-04-20 11:19:00,17138,United Kingdom,603.08,268,36,36
505143,2010-04-20 11:21:00,16161,United Kingdom,153.9,94,18,18
505144,2010-04-20 11:24:00,17850,United Kingdom,406.36,172,21,21
505146,2010-04-20 11:26:00,13694,United Kingdom,907.44,584,5,5
505147,2010-04-20 11:30:00,15970,United Kingdom,703.22,382,13,13
505148,2010-04-20 11:37:00,13694,United Kingdom,64.35,33,1,1
505150,2010-04-20 11:40:00,,United Kingdom,4217.59,1,1,1
505152,2010-04-20 11:49:00,17867,United Kingdom,43.75,35,1,1
505153,2010-04-20 11:52:00,17908,United Kingdom,122.21,88,23,21
505154,2010-04-20 11:56:00,16864,United Kingdom,111.72000000000001,84,2,2
505157,2010-04-20 11:57:00,13856,United Kingdom,88.45,37,6,6
505158,2010-04-20 12:01:00,17825,United Kingdom,264.5,296,3,3
505159,2010-04-20 12:10:00,17742,United Kingdom,271.19,43,13,13
505161,2010-04-20 12:12:00,,United Kingdom,3.75,1,1,1
505162,2010-04-20 12:13:00,14812,United Kingdom,178.85,135,36,36
505163,2010-04-20 12:15:00,17596,United Kingdom,119.84,54,10,10
505165,2010-04-20 12:29:00,15885,United Kingdom,240.77,144,16,16
505166,2010-04-20 12:30:00,16862,United Kingdom,120.15,159,6,6
505167,2010-04-20 12:46:00,17841,United Kingdom,236.86,133,38,38
505168,2010-04-20 12:48:00,14156,EIRE,588.98,375,36,36
505169,2010-04-20 12:49:00,17850,United Kingdom,418.96,178,21,21
505170,2010-04-20 12:49:00,12647,Germany,581.15,150,14,14
505171,2010-04-20 12:51:00,16774,United Kingdom,199.38,78,20,19
505172,2010-04-20 12:52:00,16525,United Kingdom,645.5,206,13,13
505173,2010-04-20 12:58:00,12983,United Kingdom,490.08000000000004,638,30,30
505174,2010-04-20 13:24:00,17850,United Kingdom,225.1,116,17,17
505175,2010-04-20 13:28:00,12835,United Kingdom,138.3,53,16,16
505176,2010-04-20 13:38:00,17622,United Kingdom,736.88,248,19,19
505177,2010-04-20 13:43:00,13042,United Kingdom,515.89,225,52,51
505178,2010-04-20 13:48:00,17861,United Kingdom,354.09,218,44,43
505179,2010-04-20 13:49:00,17185,United Kingdom,68.25,29,7,7
505180,2010-04-20 13:52:00,17185,United Kingdom,55.5,26,14,14
505181,2010-04-20 14:02:00,18134,United Kingdom,142.85,45,10,10
505182,2010-04-20 14:04:00,17576,United Kingdom,114.09,78,21,21
505183,2010-04-20 14:06:00,13999,United Kingdom,339.59000000000003,155,11,11
505184,2010-04-20 14:08:00,13753,United Kingdom,376.11,290,18,18
505185,2010-04-20 14:33:00,14648,United Kingdom,664.23,412,103,97
505186,2010-04-20 14:52:00,16619,United Kingdom,369.71,272,24,24
505187,2010-04-20 14:52:00,14440,United Kingdom,234.6,60,4,4
505188,2010-04-20 15:03:00,15886,United Kingdom,294.37,137,23,23
505189,2010-04-20 15:32:00,13485,United Kingdom,629.58,356,37,37
505196,2010-04-20 15:40:00,13577,United Kingdom,225.07999999999998,88,13,13
505197,2010-04-20 15:49:00,,United Kingdom,7.85,5,5,5
505199,2010-04-20 16:00:00,15571,United Kingdom,254.09,198,39,39
505200,2010-04-20 16:06:00,16839,United Kingdom,402.68,345,10,10
505201,2010-04-20 16:19:00,12836,United Kingdom,425.6,112,25,24
505202,2010-04-20 16:21:00,,United Kingdom,2940.16,863,168,167
505203,2010-04-20 16:24:00,,United Kingdom,707.91,177,109,109
505204,2010-04-20 16:24:00,17448,United Kingdom,15.0,1,1,1
505206,2010-04-20 16:46:00,13078,United Kingdom,701.32,240,16,16
505209,2010-04-20 17:25:00,14081,United Kingdom,666.91,353,112,108
505210,2010-04-20 17:41:00,,United Kingdom,3.75,1,1,1
505211,2010-04-21 08:55:00,18062,United Kingdom,422.75,235,15,15
505212,2010-04-21 09:03:00,15129,United Kingdom,299.25,103,9,9
505213,2010-04-21 09:52:00,15366,United Kingdom,572.06,364,15,15
505214,2010-04-21 10:04:00,,Hong Kong,2236.61,1367,48,48
505227,2010-04-21 10:33:00,12482,Sweden,874.84,1,1,1
505228,2010-04-21 10:34:00,16256,United Kingdom,569.84,937,10,10
505229,2010-04-21 10:34:00,12482,Sweden,874.84,1,1,1
505230,2010-04-21 10:36:00,15695,United Kingdom,372.45,133,19,19
505232,2010-04-21 10:43:00,17448,United Kingdom,280.72,188,21,21
505233,2010-04-21 10:46:00,17377,United Kingdom,180.0,70,20,20
505234,2010-04-21 10:50:00,,United Kingdom,3.37,2,2,2
505235,2010-04-21 10:50:00,17949,United Kingdom,1576.8,144,1,1
505236,2010-04-21 10:58:00,12391,Cyprus,1000.5,387,48,48
505237,2010-04-21 10:59:00,12391,Cyprus,151.20000000000002,72,1,1
505238,2010-04-21 11:03:00,16684,United Kingdom,314.5,37,1,1
505239,2010-04-21 11:21:00,17920,United Kingdom,757.95,312,23,23
505240,2010-04-21 11:31:00,12971,United Kingdom,148.60000000000002,36,3,3
505287,2010-04-21 11:48:00,16472,United Kingdom,557.04,168,26,26
505297,2010-04-21 11:51:00,12530,Germany,300.54,236,16,16
505313,2010-04-21 12:02:00,13911,United Kingdom,149.1,58,5,5
505314,2010-04-21 12:02:00,12681,France,1112.06,572,49,49
